session_id,session_date,channel_grouping,source,medium,campaign,landing_page,device_category,pageviews,sessions,bounce,time_on_site_secs,converted,order_value_gbp,user_id,country,new_vs_returning 
sess_905362,06-09-2024,paid_search,tiktok,organic,brand_kw_exact,/products/retinol-night-cream,tablet,6,1,0,487,0,,usr_91018,,New
sess_884558,2024/07/14,,unknown,organic,Awareness_Serum_Jan24 ,/landing/new-in,tablet,11,1,0,409,1,94.88,usr_95247,Australia,New
sess_762099,18/05/2024,,unknown,CPC,,/collections/eye-care,Mobile,8,1,0,606,0,,usr_96639,US,NEW
sess_235075,10/05/2024,organic_search,META,cpc,Awareness_Serum_Jan24 ,/landing/new-in,MOBILE,13,1,0,215,0,,usr_33845,Australia,new
sess_376289,,paid_search,,none,,/collections/serums,MOBILE,13,1,0,428,0,,usr_27634,,NEW
sess_564306,14-Jul-2024,,pinterest,email,Awareness_Serum_Jan24,/products/vitamin-c-serum,Mobile,,1,0,455,0,,usr_46627,US,returning
sess_183510,2024/10/22,EMAIL,bing,,,/products/glow-cream,desktop,10,1,0,-35,0,,usr_57407,AUS,Returning
sess_197492,28-Jul-2024,,META,,Brand_KW_Exact,/landing/new-in,MOBILE,8,1,0,240,0,,usr_29562,GB,
,2024/12/05,email,bing,none,RLSA_CartAbandoners,/landing/new-in,MOBILE,3,1,0,182,0,,usr_12421,Australia,NEW
sess_381858,2024-05-23,PAID_SEARCH,bing,CPC,retargeting_cart_feb24,/,Desktop,10,1,0,353,0,,,US,returning
sess_264091,07-Aug-2024,direct,(direct),CPC,Prospecting_Glow_Mar24,collections/serums,Desktop,8,1,0,350,0,,usr_88492,United Kingdom,New
sess_316578,2024-06-28,referral,unknown,email,Awareness_Serum_Jan24 ,/products/glow-cream,Mobile,12,1,0,536,0,,usr_60013,United Kingdom,NEW
sess_557067,01/12/2024,email,,CPC,Generic_Skincare_Broad,/collections/spf,MOBILE,12,1,0,70,0,,usr_55340,US,New
sess_714224,19-Mar-2024,,Google,CPC,Brand_KW_Exact,NULL,desktop,15,1,0,422,0,,usr_55747,GB,new
sess_279005,2024/02/13,email,unknown,CPC,Shopping_Serums,,tablet,15,1,0,385,0,,usr_62122,,
sess_567466,2024/10/14,EMAIL,,(none),NULL,/products/retinol-night-cream,Desktop,10,1,0,815,0,,usr_31654,UK,new
sess_286481,23-Sep-2024,PAID_SEARCH,pinterest,cpc,NULL,/,Mobile,13,1,0,709,0,,usr_66611,AUS,returning
sess_283208,13/03/2024,direct,bing,(none),Retargeting_Cart_Feb24,/products/vitamin-c-serum,mob,12,1,0,22,0,,usr_47714,US,New
sess_791287,14-May-2024,direct,bing,(none),Brand_KW_Exact,,,12,1,0,569,0,,usr_28948,Ireland,New
sess_806898,2024-10-25,,google,,DPA_AllProducts_Q4,/products/vitamin-c-serum,MOBILE,13,1,0,876,0,,usr_93634,United Kingdom,returning
sess_519899,30/10/2024,direct,bing,CPC,RLSA_CartAbandoners,/landing/summer-sale,mob,8,1,0,668,0,,usr_13329,Australia,New
sess_745686,2024-12-13,Organic_Search,unknown,cpc,Competitor_KW_BMM,/products/hyaluronic-acid,mob,1,1,1,,0,,,Ireland,Returning
sess_908085,26/10/2024,referral,bing,,Retargeting_Cart_Feb24,/products/hyaluronic-acid,Mobile,7,1,0,475,0,,usr_55273,United States,New
sess_149417,05/11/2024,referral,,organic,DPA_AllProducts_Q4,/collections/serums,mobile,8,1,0,897,0,,usr_39927,Australia,NEW
sess_508768,13-Jan-2024,EMAIL,meta,,RLSA_CartAbandoners,/products/retinol-night-cream,tablet,9,1,0,198,0,,,GB,Returning
sess_186621,2024/02/25,direct,bing,referral,DPA_AllProducts_Q4,/collections/spf,tablet,10,1,0,520,0,,,UK,
sess_991291,22/12/2024,organic_search,unknown,organic,BRAND_Awareness_Q2,/,Desktop,6,1,0,107,0,,usr_75097,US,Returning
sess_178119,13/05/2024,PAID_SEARCH,email,cpc,RLSA_CartAbandoners,collections/serums,Desktop,11,1,0,554,0,,usr_11385,AUS,NEW
sess_587621,12-Jul-2024,paid_social,Google,referral,RLSA_CartAbandoners,/collections/serums,desktop,3,1,0,-778,0,,usr_39646,GB,new
sess_934504,,,,none,DPA_AllProducts_Q4,/products/retinol-night-cream,,5,1,0,649,0,,usr_96770,AUS,New
sess_873212,2024-07-10,PAID_SEARCH,meta,social,Conversion_NightCream_Q3,/products/spf50-drops,mob,-9,1,0,607,0,,,United Kingdom,NEW
sess_931171,2024/05/21,email,(direct),,NULL,,desktop,9,1,0,30,0,,usr_85223,Ireland,Returning
sess_419037,01-25-2024,paid social,,cpc,,NULL,desktop,15,1,0,847,0,,usr_13516,Ireland,returning
sess_700969,06-04-2024,paid social,unknown,CPC,Generic_Skincare_Broad,/products/glow-cream,,2,1,0,152,0,,usr_97455,,new
sess_440365,2024-12-01,,email,social,Shopping_Moisturisers,/,,14,1,0,751,0,,usr_44606,Ireland,New
sess_394551,2024-09-30,paid social,bing,CPC,retargeting_cart_feb24,/landing/summer-sale,mob,14,1,0,64,0,,usr_72563,UK,New
sess_704116,30/08/2024,paid social,Google,none,BRAND_Awareness_Q2,/collections/spf,mobile,7,1,0,334,0,,usr_43793,Australia,new
sess_111961,10-Aug-2024,paid_search,tiktok,,brand_kw_exact,/landing/summer-sale,,7,1,0,760,0,,usr_95754,Australia,Returning
sess_717883,04/04/2024,referral,META,email,Retargeting_Cart_Feb24,,tablet,15,1,0,783,1,98.1,usr_28756,United States,
sess_520621,28/12/2024,,pinterest,email,Generic_Skincare_Broad,/products/spf50-drops,tablet,15,1,0,48,0,,usr_41777,United Kingdom,returning
sess_377768,2024-05-09,EMAIL,META,referral,NULL,,mobile,9,1,0,867,0,,usr_49673,Ireland,New
sess_544886,08/10/2024,paid_social,meta,cpc,Prospecting_Glow_Mar24,/,MOBILE,9,1,0,672,1,36.4,usr_80771,,Returning
sess_644624,11-Sep-2024,paid_social,meta,none,LookAlike_SPF_Apr24,/collections/moisturisers,tablet,4,1,0,866,0,,usr_12540,United Kingdom,returning
sess_818038,10-Feb-2024,referral,(direct),referral,brand_kw_exact,NULL,mobile,3,1,0,41,0,,usr_71140,United Kingdom,new
sess_814023,12-14-2024,direct,email,CPC,DSA_AllProducts,/collections/moisturisers,Mobile,-10,1,0,478,1,106.51,usr_44028,GB,returning
,2024-12-05,EMAIL,,(none),Awareness_Serum_Jan24,/collections/spf,tablet,9,1,0,370,0,,,United States,NEW
sess_103933,2024-05-17,referral,unknown,CPC,Prospecting_Glow_Mar24,/collections/moisturisers,,10,1,0,682,0,,usr_71164,AUS,New
sess_424820,2024/04/03,paid_search,META,organic,Brand_KW_Exact ,collections/serums,,5,1,0,594,0,,usr_70435,US,
sess_760251,06-24-2024,PAID_SEARCH,pinterest,referral,RLSA_CartAbandoners,/collections/eye-care,tablet,14,1,0,331,0,,usr_39673,,
sess_407244,,paid_search,bing,(none),UGC_Serum_Test,/products/spf50-drops,tablet,10,1,0,448,0,,usr_14332,United States,New
sess_381469,18/11/2024,paid_search,meta,email,Brand_KW_Exact,/products/vitamin-c-serum,mob,-1,1,1,,0,,usr_11510,,NEW
sess_327989,17/06/2024,,,none,DSA_AllProducts,collections/serums,mob,10,1,0,560,0,,usr_31779,GB,returning
sess_347755,,,(direct),none,Brand_KW_Exact ,/products/hyaluronic-acid,,6,1,0,30,0,,usr_44053,United Kingdom,new
sess_360659,03-04-2024,direct,email,referral,Generic_Skincare_Broad,,mob,7,1,0,654,0,,usr_34015,Ireland,returning
sess_333236,20-Jun-2024,email,email,social,Conversion_NightCream_Q3,/products/vitamin-c-serum,tablet,8,1,0,222,0,,usr_93039,Ireland,returning
sess_353469,2024-04-27,PAID_SEARCH,bing,CPC,,/products/retinol-night-cream,Desktop,6,1,0,65,1,43.35,usr_98487,Ireland,New
sess_750798,21-Mar-2024,paid social,meta,CPC,NULL,/collections/moisturisers,Desktop,6,1,0,852,0,,usr_18962,AUS,
sess_893195,2024/06/09,,(direct),cpc,Competitor_KW_BMM,/products/spf50-drops,desktop,6,1,0,528,0,,usr_66698,,New
sess_176711,09-Jun-2024,paid social,unknown,(none),Prospecting_Glow_Mar24,/collections/eye-care,,1,1,1,,0,,,United Kingdom,new
sess_537883,2024-02-19,paid social,google,none,Brand_KW_Exact,/landing/new-in,MOBILE,14,1,0,71,0,,,Ireland,
sess_467544,2024/11/17,paid social,pinterest,,DSA_AllProducts,/,mobile,1,1,1,,0,,usr_97656,US,
sess_321017,2024-06-29,paid social,pinterest,,Shopping_Moisturisers,/products/retinol-night-cream,Desktop,7,1,0,,0,,usr_63956,UK,returning
sess_137034,10-Aug-2024,paid_search,(direct),cpc,brand_kw_exact,NULL,Desktop,7,1,0,559,0,,usr_92027,United States,
sess_133944,09-Mar-2024,PAID_SEARCH,,social,DSA_AllProducts,/landing/summer-sale,tablet,6,1,0,561,0,,usr_72978,United Kingdom,Returning
sess_160373,2024-03-11,paid social,google,,Shopping_Moisturisers,/products/spf50-drops,Mobile,6,1,0,857,0,,usr_22765,United Kingdom,new
sess_330434,2024/12/09,direct,email,(none),,/landing/summer-sale,MOBILE,1,1,1,,1,77.19,usr_35513,,returning
sess_453185,03-20-2024,organic_search,Google,organic,Prospecting_Glow_Mar24,/landing/new-in,mobile,8,1,0,816,1,30.99,usr_76432,United Kingdom,returning
sess_145554,12-29-2024,PAID_SEARCH,google,none,Competitor_KW_BMM,/products/hyaluronic-acid,mob,9,1,0,840,0,,usr_46942,,Returning
sess_372128,21-Dec-2024,email,(direct),social,LookAlike_SPF_Apr24,/collections/serums,MOBILE,9,1,0,172,0,,usr_44546,United States,
sess_189411,2024-01-13,EMAIL,,CPC,Brand_KW_Exact,/collections/eye-care,Desktop,5,1,0,485,0,,usr_37711,United Kingdom,New
sess_307622,02-05-2024,paid_search,email,organic,Shopping_Moisturisers,/products/glow-cream,mobile,9,1,0,126,0,,usr_46030,Australia,new
sess_627778,22-Aug-2024,direct,tiktok,email,Generic_Skincare_Broad,/products/retinol-night-cream,mobile,9,1,0,237,0,,usr_68947,,NEW
sess_358927,07-Nov-2024,direct,,email,Generic_Skincare_Broad,/products/vitamin-c-serum,mobile,2,1,0,745,0,,usr_21480,United Kingdom,NEW
sess_775290,2024-06-19,organic_search,(direct),none,UGC_Serum_Test,/products/spf50-drops,Desktop,5,1,0,436,0,,usr_95148,,New
sess_578145,27/08/2024,,,social,Retargeting_Cart_Feb24,/products/vitamin-c-serum,desktop,1,1,1,,0,,usr_16825,US,Returning
sess_381070,26/05/2024,email,unknown,none,,/products/hyaluronic-acid,desktop,5,1,0,108,0,,usr_40688,United Kingdom,New
sess_828479,2024/10/26,PAID_SEARCH,Google,(none),Shopping_Moisturisers,collections/serums,tablet,10,1,0,204,0,,usr_35700,,NEW
sess_445578,2024-12-04,direct,email,social,,/products/retinol-night-cream,mobile,4,1,0,875,0,,usr_23273,United States,returning
sess_224195,03-03-2024,direct,pinterest,,,/products/glow-cream,mob,,1,0,159,0,,usr_40248,United States,Returning
sess_980728,20/02/2024,EMAIL,unknown,cpc,retargeting_cart_feb24,,desktop,12,1,0,573,0,,,Ireland,returning
sess_713857,23/08/2024,paid_search,google,,Brand_KW_Exact ,/landing/new-in,MOBILE,4,1,0,595,0,,usr_99993,,returning
sess_806586,21-Apr-2024,,pinterest,CPC,NULL,/products/retinol-night-cream,desktop,2,1,0,82,0,,,United States,NEW
sess_516950,27/05/2024,email,meta,none,Competitor_KW_BMM,/collections/spf,desktop,2,1,0,512,0,,,UK,
sess_288413,2024-06-24,paid_social,,referral,brand_kw_exact,NULL,tablet,3,1,0,827,0,,usr_43719,,Returning
sess_883278,2024-11-18,direct,email,none,brand_kw_exact,/collections/serums,,7,1,0,805,0,,usr_55576,United Kingdom,returning
sess_275006,2024-09-03,direct,email,organic,NULL,/products/spf50-drops,Mobile,9,1,0,510,0,,usr_80148,GB,new
sess_718069,10-17-2024,PAID_SEARCH,bing,organic,Brand_KW_Exact ,/products/glow-cream,Desktop,8,1,0,499,0,,usr_38386,,
sess_255627,30/06/2024,email,google,CPC,,/landing/new-in,tablet,7,1,0,688,0,,usr_77014,GB,New
sess_816126,09-24-2024,paid social,,,brand_kw_exact,/collections/serums,tablet,9,1,0,227,0,,usr_67259,GB,
sess_319509,2024-11-18,organic_search,,organic,,/products/glow-cream,tablet,7,1,0,354,0,,usr_11686,United Kingdom,Returning
sess_437891,20/01/2024,,Google,social,Competitor_KW_BMM,/products/hyaluronic-acid,mobile,3,1,0,783,0,,usr_61956,Australia,returning
,10-12-2024,paid_search,pinterest,none,,/collections/eye-care,Desktop,8,1,0,-764,0,,usr_53148,UK,new
sess_532929,12-20-2024,organic_search,pinterest,none,NULL,/products/vitamin-c-serum,tablet,3,1,0,,0,,,,new
sess_674879,04-08-2024,PAID_SEARCH,tiktok,social,Retargeting_Cart_Feb24,/products/vitamin-c-serum,mob,8,1,0,683,0,,usr_99892,GB,
sess_664451,2024-03-31,direct,bing,,,collections/serums,desktop,7,1,0,61,0,,usr_50566,GB,Returning
sess_836643,06-17-2024,EMAIL,bing,organic,BRAND_Awareness_Q2,/products/retinol-night-cream,,12,1,0,806,0,,usr_63959,AUS,new
sess_815997,2024/02/23,EMAIL,google,organic,Generic_Skincare_Broad,/products/hyaluronic-acid,Mobile,2,1,0,,0,,,,returning
sess_884684,06-Feb-2024,direct,meta,social,Shopping_Moisturisers,/collections/eye-care,tablet,3,1,0,707,0,,usr_61635,United States,
sess_667282,2024/09/22,paid social,unknown,referral,Shopping_Moisturisers,/,mobile,11,1,0,381,0,,usr_47298,US,new
sess_773783,03/12/2024,Organic_Search,unknown,CPC,Conversion_NightCream_Q3,/landing/summer-sale,desktop,5,1,0,839,0,,usr_43962,,NEW
sess_757116,11-22-2024,paid social,Google,social,DSA_AllProducts,/collections/eye-care,desktop,12,1,0,601,0,,usr_38584,United Kingdom,
sess_564368,29/11/2024,referral,unknown,(none),BRAND_Awareness_Q2,/products/hyaluronic-acid,Mobile,11,1,0,120,0,,usr_40971,Australia,NEW
sess_681252,19-Jun-2024,referral,Google,CPC,UGC_Serum_Test,/products/hyaluronic-acid,mobile,11,1,0,804,0,,usr_73186,US,NEW
sess_135001,26/10/2024,organic_search,meta,organic,UGC_Serum_Test,,Desktop,4,1,0,747,0,,,United States,NEW
sess_765706,16-Mar-2024,paid_search,tiktok,,Brand_KW_Exact ,/collections/serums,Desktop,8,1,0,713,0,,,US,new
sess_456630,24-Oct-2024,paid social,unknown,social,Awareness_Serum_Jan24 ,NULL,mobile,6,1,0,72,0,,usr_78098,United States,returning
sess_959430,13-Mar-2024,referral,,organic,,/collections/eye-care,,7,1,0,,0,,,United Kingdom,NEW
sess_365133,2024-06-07,paid social,unknown,social,Brand_KW_Exact ,/products/vitamin-c-serum,tablet,10,1,0,53,0,,,Ireland,returning
sess_281756,01/08/2024,paid social,Google,referral,,/products/glow-cream,mob,1,1,1,,0,,usr_31825,GB,Returning
sess_826631,2024/12/04,paid social,(direct),none,Shopping_Moisturisers,/,,9,1,0,870,0,,usr_12549,US,
sess_956235,2024/06/24,,google,referral,DSA_AllProducts,collections/serums,MOBILE,3,1,0,390,0,,usr_89516,GB,Returning
sess_164274,02-Nov-2024,direct,,social,Prospecting_Glow_Mar24,/products/spf50-drops,MOBILE,3,1,0,544,0,,,Australia,returning
sess_705267,07-07-2024,paid_social,bing,CPC,DPA_AllProducts_Q4,/products/spf50-drops,desktop,11,1,0,85,0,,usr_99248,United Kingdom,New
sess_224256,29-Aug-2024,paid_search,google,organic,Retargeting_Cart_Feb24,/products/glow-cream,Mobile,1,1,1,,0,,usr_68016,AUS,
sess_532310,12-Feb-2024,organic_search,Google,,,/collections/serums,Desktop,11,1,0,74,1,102.53,usr_90972,,
sess_593531,07-05-2024,,,(none),DPA_AllProducts_Q4,/products/hyaluronic-acid,MOBILE,15,1,0,659,0,,usr_43805,GB,New
sess_218495,2024-06-27,email,,(none),,/products/retinol-night-cream,,13,1,0,756,0,,usr_59377,United Kingdom,new
sess_904070,2024/02/15,paid social,(direct),cpc,BRAND_Awareness_Q2,collections/serums,MOBILE,13,1,0,834,1,55.04,usr_13513,,Returning
sess_902006,2024-05-04,paid social,meta,referral,Competitor_KW_BMM,/products/retinol-night-cream,mob,6,1,0,168,0,,usr_56788,Australia,
sess_958505,,organic_search,tiktok,none,NULL,/landing/summer-sale,,8,1,0,760,0,,usr_31491,,returning
sess_674683,02-22-2024,EMAIL,(direct),,retargeting_cart_feb24,,desktop,12,1,0,644,0,,usr_72185,GB,returning
sess_292058,12-Sep-2024,PAID_SEARCH,pinterest,,brand_kw_exact,/landing/new-in,,6,1,0,568,0,,usr_69233,UK,New
sess_740026,,referral,pinterest,(none),Prospecting_Glow_Mar24,/products/retinol-night-cream,MOBILE,12,1,0,615,0,,usr_30079,,new
sess_354176,2024/08/04,Organic_Search,tiktok,social,Retargeting_Cart_Feb24,collections/serums,MOBILE,12,1,0,827,0,,usr_51428,UK,Returning
sess_571346,21-Nov-2024,paid_search,unknown,referral,NULL,NULL,desktop,15,1,0,326,0,,usr_11879,GB,returning
sess_936707,01-25-2024,paid social,email,CPC,UGC_Serum_Test,,tablet,15,1,0,424,0,,usr_96870,,
sess_431453,10/11/2024,paid social,Google,CPC,Conversion_NightCream_Q3,/collections/moisturisers,tablet,5,1,0,419,0,,,GB,Returning
sess_318088,2024/08/09,Organic_Search,META,CPC,Awareness_Serum_Jan24 ,/,mobile,7,1,0,555,0,,usr_73323,United States,returning
sess_879490,01-04-2024,PAID_SEARCH,pinterest,email,Generic_Skincare_Broad,/,mobile,7,1,0,206,0,,usr_86547,United Kingdom,returning
sess_766924,12-08-2024,paid_social,google,email,,/products/spf50-drops,Mobile,14,1,0,149,0,,usr_70051,US,returning
sess_685018,02-Oct-2024,email,bing,cpc,DPA_AllProducts_Q4,,MOBILE,14,1,0,90,0,,usr_33372,UK,Returning
sess_731544,2024/06/18,direct,,referral,Competitor_KW_BMM,/landing/summer-sale,mob,6,1,0,567,1,85.24,usr_42104,United Kingdom,Returning
sess_629063,09-12-2024,paid social,,cpc,NULL,/collections/moisturisers,Mobile,2,1,0,797,0,,usr_95974,GB,returning
sess_434254,07-14-2024,referral,bing,CPC,Awareness_Serum_Jan24,/collections/spf,Mobile,6,1,0,642,0,,,UK,new
sess_980637,05-26-2024,paid_social,google,,RLSA_CartAbandoners,collections/serums,mob,15,1,0,96,0,,,Ireland,
sess_256172,01-31-2024,PAID_SEARCH,META,,Retargeting_Cart_Feb24,/,Mobile,13,1,0,229,0,,usr_47291,,
sess_310003,2024/08/11,organic_search,unknown,(none),Shopping_Moisturisers,,,4,1,0,316,1,43.55,usr_30167,,NEW
sess_191184,02-28-2024,PAID_SEARCH,email,none,Generic_Skincare_Broad,/products/spf50-drops,,4,1,0,839,0,,usr_25269,GB,
sess_626910,2024/02/12,organic_search,unknown,organic,Generic_Skincare_Broad,collections/serums,Mobile,4,1,0,60,0,,,GB,Returning
sess_511623,14-Oct-2024,PAID_SEARCH,(direct),organic,,/collections/eye-care,desktop,12,1,0,856,0,,usr_72801,Ireland,New
sess_857257,04-15-2024,EMAIL,google,organic,RLSA_CartAbandoners,/products/spf50-drops,,13,1,0,,0,,usr_95592,United States,returning
sess_319118,2024-03-01,referral,Google,cpc,,/products/retinol-night-cream,Mobile,7,1,0,46,0,,usr_11791,US,NEW
sess_516182,2024-07-22,organic_search,unknown,cpc,Shopping_Moisturisers,,mobile,11,1,0,639,0,,usr_49091,United Kingdom,returning
sess_660481,08/09/2024,email,,(none),RLSA_CartAbandoners,/collections/spf,tablet,5,1,0,312,0,,usr_45959,UK,New
sess_541272,13/01/2024,paid social,email,social,Conversion_NightCream_Q3,/collections/serums,Mobile,4,1,0,338,0,,usr_64171,US,
sess_846283,05-16-2024,referral,,,DPA_AllProducts_Q4,,desktop,2,1,0,422,0,,usr_20416,GB,
sess_324579,25/12/2024,Organic_Search,META,none,Awareness_Serum_Jan24,/collections/spf,Desktop,7,1,0,90,0,,usr_62197,United States,new
sess_916681,04-28-2024,direct,,none,,/collections/serums,desktop,8,1,0,482,1,47.59,usr_38907,Australia,returning
sess_820360,05-Mar-2024,paid social,bing,cpc,,/collections/eye-care,Mobile,12,1,0,121,0,,usr_21145,Ireland,New
sess_531869,12-20-2024,paid social,Google,,Competitor_KW_BMM,/landing/summer-sale,mob,13,1,0,285,0,,usr_26267,GB,new
sess_742836,07-17-2024,Organic_Search,bing,cpc,LookAlike_SPF_Apr24,,desktop,7,1,0,609,0,,usr_70418,US,new
sess_345613,2024/06/09,EMAIL,meta,cpc,,/landing/new-in,desktop,11,1,0,140,0,,usr_95998,Australia,
sess_142943,05-18-2024,paid_social,unknown,social,NULL,collections/serums,Mobile,14,1,0,816,0,,usr_71849,Australia,NEW
sess_230751,03-Dec-2024,paid_search,bing,email,NULL,NULL,,4,1,0,69,0,,usr_87924,United Kingdom,NEW
sess_536754,2024/03/02,paid social,,referral,,,mob,2,1,0,327,0,,usr_97700,US,
sess_104961,2024-01-29,paid_social,unknown,,Shopping_Serums,collections/serums,,8,1,0,593,0,,usr_97273,United Kingdom,returning
sess_853846,2024/04/14,paid_social,google,social,NULL,NULL,mobile,9,1,0,240,0,,usr_17965,,returning
sess_839297,2024/08/10,paid social,META,email,,/,,13,1,0,846,1,99.66,usr_72229,US,returning
sess_239703,06-Aug-2024,EMAIL,Google,cpc,Retargeting_Cart_Feb24,/collections/spf,tablet,8,1,0,424,0,,usr_90144,United States,Returning
sess_507833,2024/12/05,organic_search,Google,referral,Retargeting_Cart_Feb24,/collections/moisturisers,MOBILE,15,1,0,281,0,,usr_70946,AUS,Returning
sess_685084,12/04/2024,Organic_Search,pinterest,social,DSA_AllProducts,/collections/moisturisers,tablet,8,1,0,798,1,91.45,usr_78109,GB,Returning
sess_285297,2024-04-05,organic_search,,social,Retargeting_Cart_Feb24,,Mobile,6,1,0,788,0,,usr_26225,,NEW
sess_394577,2024-07-06,direct,Google,,Brand_KW_Exact ,collections/serums,desktop,7,1,0,669,0,,,Australia,
sess_417143,19/12/2024,Organic_Search,bing,email,Generic_Skincare_Broad,/products/retinol-night-cream,mob,3,1,0,118,0,,usr_78966,United States,
sess_732532,2024-08-21,,tiktok,,Shopping_Moisturisers,/products/spf50-drops,mob,10,1,0,641,0,,usr_26746,Australia,
sess_524449,22-Nov-2024,PAID_SEARCH,(direct),,Awareness_Serum_Jan24 ,/collections/spf,desktop,,1,0,,0,,usr_79171,US,returning
sess_260121,22-Feb-2024,email,(direct),,Shopping_Serums,/collections/spf,Desktop,6,1,0,380,0,,usr_58234,AUS,returning
sess_156177,17-Mar-2024,,unknown,email,Brand_KW_Exact,/landing/summer-sale,tablet,12,1,0,892,0,,usr_76190,United States,New
sess_510451,2024-01-03,PAID_SEARCH,tiktok,referral,Generic_Skincare_Broad,/landing/new-in,Mobile,13,1,0,118,1,73.97,usr_73483,United Kingdom,NEW
sess_728589,2024/04/11,,bing,social,Competitor_KW_BMM,/products/retinol-night-cream,Desktop,8,1,0,119,0,,usr_40645,,
sess_846103,2024-06-15,paid social,META,referral,Generic_Skincare_Broad,/landing/new-in,Mobile,3,1,0,533,0,,,Australia,NEW
sess_142547,21-Jul-2024,direct,,email,Conversion_NightCream_Q3,NULL,Desktop,3,1,0,784,1,105.78,usr_99919,United Kingdom,NEW
sess_105357,09-23-2024,EMAIL,email,referral,Generic_Skincare_Broad,,desktop,9,1,0,66,0,,,United States,
sess_428214,2024-06-28,organic_search,(direct),,BRAND_Awareness_Q2,/products/hyaluronic-acid,MOBILE,-9,1,0,827,0,,usr_39284,Ireland,New
sess_455190,09-03-2024,referral,meta,organic,,/,desktop,4,1,0,828,0,,usr_25195,Australia,
sess_473546,21-Jun-2024,paid social,META,(none),Awareness_Serum_Jan24,/collections/eye-care,tablet,2,1,0,609,0,,usr_83203,,
sess_543090,12/02/2024,organic_search,(direct),cpc,BRAND_Awareness_Q2,/collections/eye-care,,3,1,0,625,1,37.86,,Australia,
sess_290120,07-31-2024,paid_search,Google,email,Shopping_Serums,NULL,desktop,13,1,0,778,0,,usr_97578,United States,NEW
sess_332418,2024/04/10,PAID_SEARCH,tiktok,email,UGC_Serum_Test,/collections/spf,desktop,1,1,1,,0,,,Australia,New
sess_476764,16-Jan-2024,direct,META,referral,Competitor_KW_BMM,,desktop,6,1,0,187,1,,usr_82326,US,new
sess_693535,06-29-2024,,tiktok,(none),Brand_KW_Exact,/landing/new-in,mob,1,1,1,,0,,usr_89742,UK,
sess_116857,28/05/2024,,META,none,brand_kw_exact,/products/retinol-night-cream,Mobile,10,1,0,387,0,,usr_47446,,returning
sess_407749,10-Dec-2024,paid_social,Google,organic,Brand_KW_Exact,collections/serums,MOBILE,12,1,0,404,0,,,Australia,NEW
sess_924286,11-Dec-2024,,tiktok,CPC,DSA_AllProducts,/collections/moisturisers,tablet,7,1,0,514,0,,usr_54591,Australia,New
sess_881320,09-24-2024,,bing,social,,/,Desktop,14,1,0,654,1,36.33,usr_47769,United States,
sess_229582,04/01/2024,paid_search,(direct),organic,Awareness_Serum_Jan24,/landing/new-in,,10,1,0,107,0,,usr_35799,AUS,returning
sess_670416,18/03/2024,paid_search,,,LookAlike_SPF_Apr24,/collections/serums,MOBILE,12,1,0,331,0,,usr_55063,,returning
sess_812279,19-Jun-2024,email,(direct),,NULL,/landing/summer-sale,tablet,6,1,0,536,0,,usr_93806,Ireland,returning
sess_812573,2024/10/12,paid social,Google,referral,DSA_AllProducts,,mobile,13,1,0,211,0,,usr_49220,,
sess_158317,11-16-2024,EMAIL,bing,email,LookAlike_SPF_Apr24,/collections/serums,Desktop,8,1,0,340,0,,usr_44514,,returning
sess_400056,07-01-2024,email,,(none),LookAlike_SPF_Apr24,/collections/spf,Mobile,3,1,0,625,0,,usr_31578,,New
sess_882564,2024/04/15,referral,pinterest,,Prospecting_Glow_Mar24,/landing/summer-sale,mobile,13,1,0,668,0,,,GB,new
sess_558337,2024-04-22,paid_social,email,CPC,Retargeting_Cart_Feb24,,,9,1,0,150,0,,usr_78860,Australia,new
sess_858180,09-11-2024,,unknown,none,Awareness_Serum_Jan24 ,/landing/new-in,desktop,5,1,0,26,0,,,United States,NEW
sess_663279,2024/03/25,email,google,CPC,Competitor_KW_BMM,/collections/eye-care,MOBILE,8,1,0,588,0,,usr_45804,United States,Returning
sess_377478,2024/04/15,,pinterest,email,retargeting_cart_feb24,NULL,Mobile,6,1,0,553,0,,usr_12487,United States,new
sess_654725,2024/02/18,,,email,Conversion_NightCream_Q3,collections/serums,desktop,2,1,0,725,0,,usr_61626,AUS,returning
sess_644910,09-09-2024,paid_search,,CPC,,/landing/new-in,Desktop,8,1,0,519,0,,usr_35164,United Kingdom,returning
sess_220566,2024-07-05,direct,email,referral,retargeting_cart_feb24,/products/glow-cream,mobile,14,1,0,,1,40.84,usr_60393,US,
sess_427015,2024-11-17,Organic_Search,,social,retargeting_cart_feb24,/products/retinol-night-cream,desktop,13,1,0,694,0,,usr_33750,United States,New
sess_937223,2024-07-17,,unknown,(none),retargeting_cart_feb24,/landing/summer-sale,desktop,10,1,0,599,0,,usr_22566,AUS,Returning
sess_291771,30-Jul-2024,paid social,META,,,collections/serums,,1,1,1,,0,,usr_72763,US,
sess_996945,29-Jul-2024,,bing,referral,RLSA_CartAbandoners,/,Desktop,5,1,0,298,0,,usr_20263,United States,returning
sess_435246,,referral,Google,cpc,DPA_AllProducts_Q4,/,MOBILE,1,1,1,,0,,usr_53616,United States,new
sess_134118,2024/09/03,email,,none,UGC_Serum_Test,/landing/new-in,Desktop,9,1,0,27,0,,,US,New
sess_505089,21-Apr-2024,referral,META,none,UGC_Serum_Test,/landing/summer-sale,MOBILE,3,1,0,850,1,28.54,usr_14894,GB,Returning
