report_date,account_id,account_name,campaign_name,campaign_objective,adset_name,ad_name,placement,impressions,reach,clicks,spend_gbp,ctr_pct,cpc_gbp,conversions,conversion_value_gbp,roas,frequency,currency 
13/07/2024,act_9313185,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_35-44F,Ad_UGC_2,,46898,31037,426,468.49,,1.1,34,3059.21,6.53,1.51,GBP
27-Dec-2024,act_1458832,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_35-44F,Ad_Carousel_Serum,Audience Network,6247,5934,264,142.81,4.23,0.54,5,,2.13,1.05,GBP
14/09/2024,act_6781799,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_18-24F,Ad_Video_Glow,Feed,24276,20750,353,391.82 ,1.45,1.11,13,,2.26,1.17,GBP
26-Oct-2024,act_5625176,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_18-24F,Ad_UGC_2,REELS,16433,10245,262,49.15,1.59,0.19,17,589.13,11.99,1.6,GBP 
01-10-2024,act_7159983,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,,Ad_Static_SPF,Feed,35955,23053,864,312.56,2.4,0.36,77,4066.4,13.01,1.56,GBP
29-Sep-2024,act_1786991,Luminae Beauty Ltd,NULL,Traffic,AdSet_35-44F,Ad_Video_Glow,Reels,8666,8064,387,448.61,4.47,1.16,,424.73,0.95,1.07,gbp
2024-06-07,act_9896554,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_25-34F,Ad_Carousel_Serum,Stories,21019,17039,653,,3.11,0.72%,54,2816.31,6.02,1.23,GBP
25-Aug-2024,act_6099057,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Video_Glow,stories,23943,,490,122.75,2.05,0.25,22,1293.44,10.54,1.14,GBP 
2024/06/15,act_1041694,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Video_Glow,feed,,3579,131,375.56,3.22,2.87,8,525.02,1.4,1.14,GBP 
02-23-2024,act_7077698,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_18-24F,Ad_Static_SPF,feed,15526,14016,446,414.09,2.87,0.93,,2711.68,6.55,1.11,GBP 
03-22-2024,act_4363484,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Carousel_Serum,REELS,44700,31690,1587,415.91,3.55,0.26,90,5594.02,13.45,1.41,
2024-03-17,act_4566744,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_retarget_visitors,Ad_Video_Glow,feed,30754,26788,965,76.82,3.14,0.08,49,1906.42,24.82,1.15,gbp
11-Aug-2024,act_3015568,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_35-44F,Ad_Video_Glow,REELS,40077,37537,1083,418.91,2.7,0.39,86,5017.6,11.98,1.07,GBP 
,act_4422316,Luminae Beauty Ltd,Prospecting_Glow_Mar24,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_1,REELS,,14106,551,252.04,3.9,0.46,61,,16.0,1.0,GBP
09-28-2024,act_4991997,Luminae Beauty Ltd,DPA_AllProducts_Q4,Traffic,AdSet_lookalike_purchasers,Ad_UGC_1,Audience Network,42086,34010,2021,85.44,4.8,0.04,44,2636.17,30.85,1.24,GBP
2024-03-01,act_9425305,Luminae Beauty Ltd,,,AdSet_25-34F,Ad_UGC_1,Feed,12786,9123,617,495.66,4.83,0.8,19,898.65,1.81,1.4,GBP
02-05-2024,act_6760693,Luminae Beauty Ltd,DPA_AllProducts_Q4,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_Static_SPF,Reels,28960,-23888,139,9.82,0.48,0.07,0,0.0,,1.21,GBP
2024-06-17,act_9796056,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_35-44F,Ad_Video_Glow,Reels,2427,1960,118,338.29,4.86,2.87,2,110.83,0.33,1.24,GBP
05-09-2024,act_9234666,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_lookalike_purchasers,Ad_Video_Glow,,23405,19596,244,5.11,1.04,0.02,-3,154.94,30.32,1.19,GBP
,act_9820389,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_lookalike_purchasers,Ad_Carousel_Serum,REELS,24842,24085,480,,1.93,0.74,28,2043.42,5.73,1.03,gbp
27/06/2024,act_4444812,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,AdSet_25-34F,Ad_UGC_2,feed,16953,11622,-523,102.95,,0.2,58,3690.96,,1.46,GBP
2024/07/04,act_7373266,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_lookalike_purchasers,Ad_UGC_2,Reels,5591,,,321.72,4.76,1.21,27,1538.64,,1.51,GBP
01-16-2024,act_7945781,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_retarget_visitors,Ad_Carousel_Serum,,-42902,33934,1906,44.95,4.44,0.02,135,7608.23,169.26,1.26,GBP 
20-Mar-2024,act_3691017,Luminae Beauty Ltd,Conversion_NightCream_Q3,TRAFFIC,AdSet_18-24F,Ad_Video_Glow,Feed,-21146,20542,17,26.27,0.08,1.55,0,0.0,,1.03,
2024/07/25,act_6317230,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_25-34F,Ad_Video_Glow,Stories,21842,20735,1048,45.14,4.8,0.04,74,4375.84,96.94,1.05,gbp
24-Dec-2024,act_9580903,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_18-24F,Ad_Static_SPF,Audience Network,2596,2420,90,254.89,3.47,2.83,8,396.21,1.55,1.07,GBP
2024-03-12,act_7804314,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_25-34F,Ad_Carousel_Serum,feed,29767,26917,473,339.75,1.59,0.72,12,806.34,2.37,1.11,
2024-03-21,act_4787730,Luminae Beauty Ltd,Prospecting_Glow_Mar24,conversions,AdSet_retarget_visitors,Ad_Static_SPF,REELS,39646,29803,1597,203.24,4.03,0.13,172,4228.0,20.8,1.33,GBP
2024/11/14,act_3840067,Luminae Beauty Ltd,,conversions,AdSet_retarget_visitors,Ad_UGC_1,,22578,16268,140,469.99,0.62,3.36,-14,299.79,0.64,,gbp
02-23-2024,act_6741406,Luminae Beauty Ltd,,conversions,AdSet_25-34F,Ad_Carousel_Serum,feed,7493,6389,153,226.43,2.04,1.48,13,832.56,3.68,1.17,gbp
2024/05/21,act_5871976,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_lookalike_purchasers,Ad_UGC_1,,32033,19294,217,298.25,0.68,1.37,23,888.02,2.98,1.66,GBP 
07-16-2024,act_7450123,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_35-44F,Ad_UGC_2,Reels,26562,18510,1160,146.11,4.37,0.13,116,2261.83,15.48,1.44,
23-Oct-2024,act_4060037,Luminae Beauty Ltd,BRAND_Awareness_Q2,Traffic,AdSet_35-44F,Ad_UGC_2,Stories,45579,30730,699,180.86,1.53,0.26,,4506.32,24.92,1.48,GBP
27/06/2024,act_3227193,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_lookalike_purchasers,Ad_Video_Glow,REELS,27790,24401,947,232.06,3.41,0.25,8,185.99,0.8,1.14,gbp
2024/12/07,act_9834564,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_18-24F,Ad_UGC_1,Audience Network,24833,19655,129,84.59,0.52,0.66 ,1,,0.57,1.26,gbp
07-12-2024,act_9027162,Luminae Beauty Ltd,Retargeting_Cart_Feb24,BRAND_AWARENESS,AdSet_retarget_visitors,,Stories,7096,4522,293,329.9,4.13,1.13,23,523.57,1.59,1.57,gbp
2024-10-10,act_9132773,Luminae Beauty Ltd,Conversion_NightCream_Q3,Traffic,AdSet_retarget_visitors,Ad_Carousel_Serum,Feed,,30147,203,178.38,0.67,0.88,23,989.63,5.55,1.0,
15-Feb-2024,act_8221398,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_retarget_visitors,Ad_UGC_2,Feed,7730,7487,357,252.43,4.62,,26,684.65,2.71,1.03,GBP
28/06/2024,act_9245653,Luminae Beauty Ltd,LookAlike_SPF_Apr24,CONVERSIONS,AdSet_25-34F,Ad_Static_SPF,REELS,6250,4657,106,474.15,1.7,,6,492.67,,1.34,gbp
19/04/2024,act_4961777,Luminae Beauty Ltd,UGC_Serum_Test,CONVERSIONS,AdSet_25-34F,Ad_Carousel_Serum,Feed,5843,-4211,15,249.45,0.26,16.63,1,18.05,0.07,1.39,gbp
06/11/2024,act_3250483,Luminae Beauty Ltd,,TRAFFIC,AdSet_lookalike_purchasers,Ad_UGC_1,feed,37229,31098,711,399.31,1.91,0.56,17,867.16,2.17,1.2,gbp
2024/11/30,act_7259973,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_18-24F,Ad_Static_SPF,Audience Network,13967,10444,365,220.21,2.61,0.6,35,1178.57,5.35,1.34,GBP
2024/04/23,act_4488816,Luminae Beauty Ltd,,conversions,AdSet_35-44F,Ad_Carousel_Serum,stories,32778,23292,761,389.08,2.32,0.51,7,,,1.41,GBP
04-08-2024,act_3151614,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_lookalike_purchasers,Ad_Video_Glow,Feed,49327,-47147,1179,220.14,2.39,,31,1682.9,7.64,1.05,
2024-08-04,act_4603430,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_18-24F,Ad_Video_Glow,REELS,38159,33080,489,296.8,1.28,0.61,33,728.99,2.46,1.15,GBP
27/03/2024,act_8993833,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_35-44F,Ad_UGC_1,Stories,8455,5435,22,85.8,,3.9,2,81.84,0.95,,gbp
07-02-2024,act_3675641,Luminae Beauty Ltd,NULL,CONVERSIONS,AdSet_35-44F,,,30811,23883,588,325.15,1.91,0.55,26,1974.75,6.07,1.29,gbp
2024-04-24,act_7781200,Luminae Beauty Ltd,,TRAFFIC,AdSet_retarget_visitors,Ad_Carousel_Serum,Reels,6097,5714,184,16.0,3.02,0.09,1,24.24 ,1.51,1.07,gbp
2024/06/07,act_2375590,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Audience Network,48527,39720,1523,452.03,3.14,0.3,65,1573.85,3.48,1.22,GBP
,act_5637351,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_lookalike_purchasers,Ad_Carousel_Serum,,,40734,1996,327.73,4.1,0.16,157,6897.97,21.05,1.2,GBP
30-Dec-2024,act_3059194,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_retarget_visitors,Ad_Static_SPF,Reels,49232,29665,1713,447.03,3.48,0.26%,1,61.96,0.14,1.66,GBP
08-23-2024,act_7952992,Luminae Beauty Ltd,Conversion_NightCream_Q3,BRAND_AWARENESS,AdSet_25-34F,,feed,42670,27537,1185,315.23,2.78,0.27,126,4246.85,13.47,1.55,
05-Jul-2024,act_4879487,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_18-24F,Ad_UGC_1,Reels,4918,4220,98,317.63,1.99,3.24,,,1.18,,gbp
28-Sep-2024,act_6935812,Luminae Beauty Ltd,,,AdSet_25-34F,Ad_Carousel_Serum,Stories,42197,30795,387,268.35,0.92,0.69,40,2071.66,7.72,1.37,GBP
,act_5781794,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_35-44F,Ad_Carousel_Serum,Reels,48904,43436,1090,478.69$,,0.44,,6360.44,13.29,1.13,GBP 
06-02-2024,act_9997283,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_35-44F,Ad_Static_SPF,Feed,46182,38347,1389,413.71,3.01,0.3,51,1257.84,3.04,1.2,gbp
08-Feb-2024,act_6574116,Luminae Beauty Ltd,UGC_Serum_Test,BRAND_AWARENESS,AdSet_25-34F,Ad_Video_Glow,REELS,49112,29809,990,392.09,2.02,0.4,2,142.55,0.36,1.65,
2024/02/10,act_8393004,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_25-34F,Ad_UGC_1,,3349,2084,165,11.45,4.93,,4,112.25,9.8,1.61,GBP
2024/07/02,act_2509214,Luminae Beauty Ltd,UGC_Serum_Test,TRAFFIC,AdSet_lookalike_purchasers,Ad_UGC_2,Audience Network,42835,33237,1805,224.89,4.21%,0.12,78,4203.74,18.69,1.29,GBP
2024-11-04,act_3089147,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,REELS,,8517,57,32.75,0.59,0.57,3,72.86,,1.13,gbp
,act_5007516,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_18-24F,Ad_Static_SPF,REELS,46884,31052,631,132.95,1.35,0.21,-30,2506.68,18.85,1.51,GBP
17/04/2024,act_7686586,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_Carousel_Serum,,33632,22530,847,101.55,2.52,0.12,90,1966.65,19.37,1.49,GBP
23/04/2024,act_1298510,Luminae Beauty Ltd,,,AdSet_lookalike_purchasers,Ad_Static_SPF,REELS,4895,3775,235,220.36,4.8,0.94,11,218.09,,1.3,gbp
2024/08/28,act_6500686,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_lookalike_purchasers,Ad_Static_SPF,feed,33890,20774,1629,119.47,4.81,0.07,27,1274.86,10.67,1.63,GBP
24/01/2024,act_1418907,Luminae Beauty Ltd,Retargeting_Cart_Feb24,conversions,AdSet_18-24F,Ad_Video_Glow,Feed,41079,37984,341,363.47,0.83 ,,22,520.27,1.43,1.08,GBP
05-Jun-2024,act_1681919,Luminae Beauty Ltd,Awareness_Serum_Jan24,Traffic,AdSet_lookalike_purchasers,Ad_Static_SPF,stories,16506,10410,,344.62,1.18,1.78,13,1169.37,3.39,1.59 ,GBP
02-19-2024,act_7392721,Luminae Beauty Ltd,UGC_Serum_Test,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,Reels,25527,22303,1158,349.1,4.54,0.3,69,3099.67,8.88,,GBP
02-Feb-2024,act_6608377,Luminae Beauty Ltd,Retargeting_Cart_Feb24,Traffic,AdSet_lookalike_purchasers,Ad_UGC_1,REELS,36435,29632,1535,,4.21,0.08,43,1351.41,11.42,1.23,
05-01-2024,act_2283159,Luminae Beauty Ltd,Conversion_NightCream_Q3,TRAFFIC,AdSet_retarget_visitors,Ad_UGC_2,REELS,42294,37451,1283,25.38,3.03,0.02,11,905.02,35.66,1.13,
03/05/2024,act_8557566,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_lookalike_purchasers,,feed,49685,,,79.91,1.81,0.09,,2248.41,28.14,1.37,gbp
2024/01/20,act_2130289,Luminae Beauty Ltd,UGC_Serum_Test,TRAFFIC,AdSet_35-44F,Ad_Video_Glow,Reels,15896,,707,453.86,4.45,0.64,64,5544.6,12.22,1.66,
2024-03-22,act_8313598,Luminae Beauty Ltd,retargeting_cart_feb24,CONVERSIONS,AdSet_18-24F,Ad_Video_Glow,Reels,37148,31849,916,442.87,2.47,0.48,77,1880.59,4.25,1.17,GBP
08-Dec-2024,act_3378359,Luminae Beauty Ltd,Conversion_NightCream_Q3,BRAND_AWARENESS,AdSet_18-24F,Ad_Carousel_Serum,Stories,10758,10274,62,,0.58,,3,129.88,2.95,1.05,
18/09/2024,act_7265132,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_18-24F,Ad_UGC_2,feed,18600,16066,475,453.13,2.55,0.95,39,843.75,1.86,1.16,GBP
03-09-2024,act_6577885,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_35-44F,Ad_Video_Glow,,19457,18032,219,55.16,1.13,0.25,,1300.49,23.58,1.08,GBP 
27-Sep-2024,act_3035401,Luminae Beauty Ltd,Conversion_NightCream_Q3,conversions,AdSet_18-24F,Ad_UGC_1,stories,13537,11991,323,141.66,,0.44,32,2775.02,19.59,,GBP
31-Aug-2024,act_8837941,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_25-34F,,Feed,12138,9872,236,333.9,1.94,1.41,16,1389.17,4.16,1.23%,gbp
2024/09/08,act_4001359,Luminae Beauty Ltd,Awareness_Serum_Jan24,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,Reels,49699,41651,1598,360.1,3.22,0.23,146,2819.18,7.83,1.19,GBP 
2024/03/18,act_8353375,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_35-44F,Ad_Static_SPF,Audience Network,35222,27840,229,91.87,0.65,0.4,8,409.5,4.46,1.27,gbp
09-12-2024,act_2439411,Luminae Beauty Ltd,UGC_Serum_Test,Traffic,AdSet_18-24F,Ad_Carousel_Serum,stories,48801,32639,463,103.12,0.95,0.22,4,192.21,1.86,1.5,
17-Jul-2024,act_2455662,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_lookalike_purchasers,,feed,33138,21034,1516,292.09,4.57,0.19,27,1727.31,5.91,1.58$,GBP 
20/10/2024,act_2528692,Luminae Beauty Ltd,NULL,,AdSet_18-24F,Ad_Video_Glow,stories,13339,8393,579,102.72,4.34,0.18,0,0.0,,1.59,GBP
,act_6946419,Luminae Beauty Ltd,Retargeting_Cart_Feb24,BRAND_AWARENESS,AdSet_18-24F,Ad_Video_Glow,Stories,46806,44052,2223,5.97,,0.0,53,4216.84,706.34,1.06,GBP
29-Jan-2024,act_2111064,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_35-44F,,Audience Network,43246,40756,706,222.88,1.63%,0.32,14,441.05,,1.06,GBP 
02-18-2024,act_8986464,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_18-24F,Ad_Video_Glow,REELS,23397,23352,336,268.03,1.44,0.8,,1410.18,5.26,1.0,
2024-03-18,act_5249434,Luminae Beauty Ltd,,TRAFFIC,AdSet_lookalike_purchasers,Ad_Static_SPF,REELS,22967,16191,170,91.61,0.74,0.54,13,647.99,7.07,1.42,
21/02/2024,act_4298485,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_25-34F,Ad_Static_SPF,Audience Network,5717,5304,190,271.38,3.32,1.43,21,1274.33,4.7,1.08,GBP
09/04/2024,act_6210481,Luminae Beauty Ltd,retargeting_cart_feb24,TRAFFIC,AdSet_25-34F,Ad_UGC_2,REELS,36261,27243,178,19.31,0.49,,11,897.04,46.45,1.33,GBP
,,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_25-34F,Ad_Carousel_Serum,Stories,48799,38733,88,418.97,0.18,4.76,2,146.29,0.35%,1.26,
07-13-2024,act_4044174,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_25-34F,,Feed,25105,18525,579,279.85,2.31,0.48,34,2426.15,8.67,1.36,gbp
06-12-2024,act_1133194,Luminae Beauty Ltd,,,AdSet_lookalike_purchasers,,Reels,21875,21558,395,401.24,1.81,1.02,14,,2.81,1.01,gbp
2024-05-03,act_1407333,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_25-34F,Ad_UGC_2,,,8557,246,379.65,2.41,1.54,,677.75,1.79,1.19,GBP
2024/03/30,act_2138487,Luminae Beauty Ltd,Conversion_NightCream_Q3,CONVERSIONS,AdSet_35-44F,Ad_Carousel_Serum,,16586,15543,355,388.39,2.14,1.09,22,611.37,1.57,1.07,
2024/06/14,act_1334692,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_18-24F,Ad_UGC_1,,29922,,598,456.6,2.0,0.76,50,2499.65$,5.47,1.41,gbp
12-31-2024,act_3464704,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Audience Network,31395,20459,57,469.92,0.18,8.24,,44.68,0.1,1.53,GBP
02-11-2024,act_8260870,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_35-44F,Ad_UGC_1,stories,20462,17445,843,248.53,4.12,0.29,,3357.75,13.51,1.17,GBP
2024/09/22,act_3239727,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_35-44F,Ad_UGC_2,Audience Network,29372,20708,1085,172.65,3.69,0.16,11,511.12,2.96,1.42,GBP
10/04/2024,act_8297964,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_retarget_visitors,Ad_UGC_2,,15242,14416,191,155.14,1.25,0.81,16,1109.82,7.15,1.06,GBP 
10/10/2024,act_5427664,Luminae Beauty Ltd,NULL,Traffic,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Feed,7208,6460,168,390.95,2.33,2.33,9,339.68,0.87,,GBP 
2024/03/30,act_2680960,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,Feed,2536,1821,13,112.29,0.51,8.64,1,28.33,0.25,1.39,
2024/01/29,act_1075860,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_lookalike_purchasers,Ad_Carousel_Serum,stories,12355,10025,203,266.59,1.64,1.31,21,427.23,1.6,1.23,
26/09/2024,act_8467949,Luminae Beauty Ltd,Prospecting_Glow_Mar24,conversions,AdSet_25-34F,,Reels,44151,29589,997,454.45,2.26,0.46,46,2921.53,6.43,1.49,
2024-07-19,act_7588162,Luminae Beauty Ltd,BRAND_Awareness_Q2,BRAND_AWARENESS,AdSet_35-44F,Ad_Carousel_Serum,,36852,31793,-474,57.75,1.29,0.12,31,822.54,14.24,1.16,
2024-05-11,act_3396446,Luminae Beauty Ltd,,Traffic,AdSet_18-24F,Ad_Video_Glow,,21453,15779,869,188.2,4.05,0.22,32,2030.62,10.79,1.36,GBP
2024-03-01,act_2153726,Luminae Beauty Ltd,DPA_AllProducts_Q4,Traffic,AdSet_retarget_visitors,Ad_UGC_1,Feed,24098,22882,986,42.51,4.09,0.04,-102,3459.6,81.38,1.05,gbp
2024/06/30,act_1510211,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_18-24F,Ad_Carousel_Serum,,5051,4482,,185.28,1.62,2.26,,0.0,,1.13,gbp
2024/01/22,act_9070468,Luminae Beauty Ltd,Conversion_NightCream_Q3,CONVERSIONS,AdSet_18-24F,Ad_UGC_2,Audience Network,12965,8732,608,151.04,4.69,,,785.31,5.2,1.48,GBP
2024-07-28,act_8211086,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_lookalike_purchasers,Ad_Video_Glow,,,8534,662,471.88,4.78,0.71,27,1952.66,4.14,1.62,GBP
01-Apr-2024,act_7171511,Luminae Beauty Ltd,retargeting_cart_feb24,TRAFFIC,AdSet_18-24F,Ad_UGC_1,feed,45170,35373,,403.42,4.14,0.22,19,1409.8,3.49,1.28,GBP
2024-09-15,act_1084472,Luminae Beauty Ltd,BRAND_Awareness_Q2,TRAFFIC,AdSet_retarget_visitors,,Reels,9001,7019,201,144.39,2.23,0.72,11,938.55,6.5%,1.28,GBP 
2024/08/20,act_7782427,Luminae Beauty Ltd,Prospecting_Glow_Mar24,Traffic,AdSet_35-44F,,,10280,9346,426,281.61,4.14,0.66,7,615.07,2.18,1.1,GBP
20-Feb-2024,act_4726266,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_retarget_visitors,Ad_UGC_1,,31905,25220,1172,177.96,3.67,0.15,134,3269.65,,1.27,
2024/11/24,act_6235616,Luminae Beauty Ltd,Awareness_Serum_Jan24,BRAND_AWARENESS,AdSet_35-44F,Ad_Video_Glow,stories,40482,39365,60,114.64,0.15,1.91,7,411.5,3.59,1.03,GBP
2024-07-23,act_2254225,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_retarget_visitors,Ad_Static_SPF,Audience Network,13515,9194,667,459.09,4.94,0.69,68,3522.59,,1.47,GBP
17-May-2024,act_9914282,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_18-24F,Ad_Video_Glow,Feed,49985,46230,2266,205.74,4.53,0.09,91,5697.9,27.69,1.08,GBP 
2024-08-10,act_6230205,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,AdSet_35-44F,Ad_Carousel_Serum,stories,2472,2278,87,151.69,3.52,1.74,5,232.36,1.53,1.09,gbp
21-Feb-2024,act_2357068,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_25-34F,Ad_UGC_1,Audience Network,37702,27183,35,74.72,0.09,2.13,0,0.0,,1.39,gbp
31/08/2024,act_7649823,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_35-44F,Ad_Video_Glow,,47681,43363,,402.22,3.54,0.24,119,,10.43,1.1,GBP
03/11/2024,act_5368953,Luminae Beauty Ltd,Conversion_NightCream_Q3,BRAND_AWARENESS,,Ad_Video_Glow,Stories,6411,-6114,,376.08,2.99,1.96,6,,1.25,1.05,GBP 
12-11-2024,act_9496572,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,Stories,21751,15828,455,70.12,2.09,0.15,30,594.2,8.47,1.37,
2024/01/03,act_3183956,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_retarget_visitors,Ad_UGC_2,Reels,32089,,1452,263.23,4.52,0.18,29,1751.98,6.66,1.16,
03/09/2024,act_7858860,Luminae Beauty Ltd,,,AdSet_18-24F,Ad_Static_SPF,Stories,,13606,580,492.8,3.47,0.85,66,3627.11,7.36,,GBP
15/02/2024,act_7881945,Luminae Beauty Ltd,BRAND_Awareness_Q2,CONVERSIONS,AdSet_35-44F,Ad_Static_SPF,feed,21587,16654,-356,8.7,1.65,0.02,32,1737.65,199.73,1.3,GBP 
2024-10-12,act_8130648,Luminae Beauty Ltd,BRAND_Awareness_Q2,BRAND_AWARENESS,AdSet_35-44F,Ad_UGC_2,Audience Network,14713,11355,480,403.82,3.26,0.84%,25,2096.24,5.19,1.3,
26/11/2024,act_6490810,Luminae Beauty Ltd,retargeting_cart_feb24,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Static_SPF,Reels,25743,15950,76,135.0,0.3,1.78,5,258.58,1.92,1.61,gbp
07-02-2024,act_5291621,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_lookalike_purchasers,Ad_Static_SPF,stories,19857,15421,988,86.87,4.98,0.09,97,,,1.29,gbp
03-11-2024,act_3806780,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,Feed,35882,33503,709,499.94,1.98,0.71,18,1340.55,2.68,1.07,
02/09/2024,act_7110586,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_retarget_visitors,Ad_Static_SPF,Feed,3385,2986,-66,393.59,1.95,5.96,5,322.01,0.82,1.13,GBP
19-Aug-2024,act_1584044,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_18-24F,Ad_Carousel_Serum,,2458,2276,,271.72,3.74,2.95,2,,0.47,1.08,GBP 
12/02/2024,act_9641371,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Feed,,6585,310,288.04,4.06,0.93,21,1575.1,5.47,1.16,GBP 
