Date,Customer_ID,Campaign,Network,Match_Type,Keyword,Impressions,Clicks,Cost_GBP,CTR,Avg_CPC,Conversions,Conv_Value_GBP,Conv_Rate_Pct,Quality_Score,Impression_Share_Pct,Device,Currency_Code 
2024/04/29,693-718-1169,RLSA_CartAbandoners,Display,BMM,best serum uk,12046,513,137.86,4.26,0.27,43,3257.34,8.38,1,90.5,,
07-May-2024,328-377-8819,,Shopping,Broad,best serum uk,27873,153,597.11,0.55,3.9,2,175.89,,9,32.5,DESKTOP,GBP 
2024-12-05,924-783-2827,,Shopping,Phrase,,35068,,62.12,1.48,0.12,29,,5.6,5,73.8,,
04/12/2024,864-366-4384,Brand_KW_Exact ,Display,,retinol cream,26106,560,472.5,2.15,0.84,0,,,,26.5,mobile,gbp
26/09/2024,191-247-1600,RLSA_CartAbandoners,Shopping,Broad,spf drops,3861,142,483.61,3.68,3.41,1,87.82,0.7,5,50.8,Desktop,GBP 
23-Jan-2024,327-493-1411,brand_kw_exact,Shopping,exact,,11307,42,508.4,0.37,12.1,1,,,1,89.9,,gbp
2024/08/16,718-401-2163,DSA_AllProducts,Display,BMM,skincare routine,35610,492,358.12,1.38,0.73,5,132.45,1.02,3,19.9,Desktop,GBP
07-11-2024,135-502-5244,,search,BMM,face serum,,277,166.46,1.38,0.6,,1264.46,5.42,,91.9,Desktop,GBP
2024-10-16,212-796-8255,DSA_AllProducts,Shopping,BROAD,,5454,212,81.87,3.89,0.39,7,276.5,3.3,9,26.0,Desktop,GBP 
12/10/2024,478-345-1954,Generic_Skincare_Broad,Search,Broad,best serum uk,-37929,1445,184.18,3.81,0.13,99,2867.16,6.85,7,74.6,mobile,GBP 
2024/04/07,344-695-1876,,search,BROAD,best serum uk,30984,2254,414.72,7.27,0.18,32,1399.12,1.42,N/A,73.0,,gbp
2024-10-27,246-841-2706,brand_kw_exact,,exact,,35151,1363,29.22,3.88,0.02,78,4506.58,5.72,8,75.1,Desktop,
,489-376-3519,Shopping_Serums,Shopping,Broad,spf drops,16450,,480.97,,0.49,15,386.94,1.53,4,34.0,mobile,gbp
2024-08-19,516-529-6122,Brand_KW_Exact ,Display,exact,,30567,1306,458.81,4.27,0.35,,1473.84,4.98,1,22.1,Desktop,
01-Jul-2024,644-402-1934,Generic_Skincare_Broad,,Exact,face serum,5686,117,72.31,2.06,0.62,,317.52,6.84,,62.9,Mobile,
09/10/2024,563-385-7656,,Display,Phrase,skincare routine,30754,1859,582.39,6.04,0.31,78,2993.36%,4.2,6,79.1,Tablet,gbp
2024-11-15,468-905-7092,Brand_KW_Exact ,Display,Phrase,skincare routine,12479,785,46.94,6.29,0.06,8,436.56,1.02,1,64.2,Tablet,GBP
01/05/2024,860-485-2666,Generic_Skincare_Broad,SHOPPING,Broad,skincare routine,31227,2049,164.93,6.56,0.08,131,3830.29,6.39,,83.8,Tablet,GBP
,556-253-7863,brand_kw_exact,Display,Phrase,face serum,7164,371,287.58,5.18,0.78,19,1466.49,5.12,,12.8,DESKTOP,GBP 
03-13-2024,371-261-6481,,SHOPPING,Phrase,hyaluronic acid,15060,553,503.32,3.67,0.91,43,2699.69,7.78,,66.2,DESKTOP,GBP
2024/01/04,904-613-5714,DSA_AllProducts,search,Phrase,face serum,26770,1669,265.23,6.23,0.16,61,3681.72,3.65,,17.5,Tablet,gbp
2024-09-15,546-339-4055,Brand_KW_Exact,SHOPPING,BMM,face serum,11178,84,184.64,0.75,2.2,8,613.32,,6,47.5,mobile,GBP
11-01-2024,639-565-5520,Shopping_Moisturisers,,exact,face serum,15097,123,489.12,0.81,3.98,,,8.94,,45.4,Tablet,GBP 
28-Oct-2024,307-187-7216,Brand_KW_Exact,SHOPPING,BROAD,,16227,956,52.53,5.89,0.05,40,1810.88,4.18,5,55.6 ,Mobile,
2024/08/20,694-127-6402,Shopping_Serums,,exact,face serum,1452,31,125.62,2.13,4.05,2,167.63,6.45,3,88.3,Tablet,GBP
,904-404-6579,NULL,,Phrase,skincare routine,10377,820,431.21,7.9,0.53,26,2334.86,3.17,N/A,33.3,Desktop,
05/03/2024,399-329-2711,NULL,search,Phrase,,22946,1070,469.17,4.66,0.44,4,215.9,0.37,,60.3,Desktop,GBP
2024-05-26,171-906-1512,,,Phrase,best serum uk,23461,455,527.54,1.94,1.16,-27,2150.33,,6,13.2,mobile,gbp
2024/05/05,632-551-2385,Generic_Skincare_Broad,SHOPPING,Broad,retinol cream,330,11,217.73,3.33,19.79,1,,9.09,6,38.6,DESKTOP,
22-Oct-2024,734-502-9014,Shopping_Moisturisers,Search,Exact,,15046,137,250.17,0.91,1.83,1,,0.73,8,28.6,Desktop,GBP
21/01/2024,954-251-6583,,Display,exact,glow cream,27684,,161.12,7.16,0.08,185,12402.09,9.33,10,87.8,Tablet,GBP
2024-08-29,847-351-7000,Shopping_Serums,Search,BROAD,best serum uk,3632,99,96.3,2.73,0.97,9,344.06,9.09,3,,DESKTOP,GBP
07-May-2024,892-216-2877,Competitor_KW_BMM,,Broad,retinol cream,37096,538,30.91,1.45,0.06,45,1098.06,8.36,2,23.8,,GBP
03/08/2024,457-813-1291,Generic_Skincare_Broad,Display,,face serum,23588,552,226.41,2.34,0.41,19,1535.38,3.44,9,39.9,,GBP 
2024-09-10,516-740-2361,DSA_AllProducts,,BROAD,skincare routine,5721,315,162.46,,0.52,5,372.72,1.59,1,31.0,,GBP
08-12-2024,661-178-2530,DSA_AllProducts,,BMM,hyaluronic acid,14653,1044,295.15,7.12,0.28,15,910.08,1.44,4,74.2,Tablet,GBP 
12-Feb-2024,815-784-1529,Generic_Skincare_Broad,Display,BMM,face serum,23726,1760,462.96,,0.26,108,8596.73,6.14,,,Tablet,gbp
12-12-2024,201-247-5472,Brand_KW_Exact ,SHOPPING,,best serum uk,,425,,5.52,0.2,7,443.31,1.65,4,16.8,Mobile,
2024/12/11,551-184-2901,Shopping_Serums,,exact,glow cream,629,11,44.36,1.75,4.03,1,64.67,9.09,4,19.9,DESKTOP,GBP 
2024-01-22,129-354-4781,,Display,BROAD,skincare routine,38097,1027,117.08,2.7,0.11,5,305.75%,0.49,5,66.4,Desktop,GBP 
03-Nov-2024,460-924-8328,brand_kw_exact,,BMM,face serum,9648,311,233.97,3.22,0.75,22,942.04,7.07,3,69.4,Desktop,GBP
2024/09/08,755-491-2440,DSA_AllProducts,Display,BMM,,30813,2015,587.38,6.54,,150,6169.91,7.44,5,,,gbp
2024-11-02,629-807-6875,DSA_AllProducts,Search,Phrase,retinol cream,18576,780,150.61,4.2,0.19,74,5210.16,9.49,9,15.0,Tablet,
08-28-2024,338-139-3483,NULL,,BROAD,spf drops,6487,238,226.05,3.67,0.95,13,658.64,5.46,3,,Tablet,gbp
02-16-2024,468-104-3391,Generic_Skincare_Broad,,Broad,retinol cream,27785,1227,241.39,4.42,0.2,92,,7.5,4,77.2,mobile,
07-Jan-2024,156-474-9101,NULL,Search,,face serum,38210,2348,210.61,6.14$,0.09,187,4643.65,,3,47.5,,
30/10/2024,490-364-2978,Brand_KW_Exact,Display,BMM,buy serum online,19032,1244,304.67,6.54,0.24,35,642.39,2.81,,78.4,,GBP
07-18-2024,702-362-7787,,Shopping,Phrase,retinol cream,26150,663,,,0.23,5,181.03,0.75,,22.3,,gbp
11-14-2024,256-589-4302,brand_kw_exact,Search,Phrase,face serum,14926,583,105.33,3.91,0.18,33,2093.76,5.66,5,78.2,DESKTOP,GBP
2024-08-31,517-257-6508,NULL,SHOPPING,Phrase,skincare routine,19512,-855,53.34,4.38,0.06,81,4357.77,9.47,9,82.2,Tablet,
2024-05-23,127-339-8655,Generic_Skincare_Broad,SHOPPING,Exact,glow cream,34775,1078,544.63,3.1,0.51,101,4289.31,9.37,,90.9,Mobile,GBP
04/11/2024,164-617-7320,Shopping_Moisturisers,search,BROAD,best serum uk,38215,328,483.93,0.86,1.48,6,183.17,,5,10.8,,gbp
2024-02-09,344-470-3644,Generic_Skincare_Broad,search,exact,skincare routine,29644,1416,459.01,4.78$,0.32,75,4732.65,5.3,9,13.9,DESKTOP,
03-Jul-2024,720-466-5384,brand_kw_exact,SHOPPING,Broad,glow cream,19114,1482,317.59,,0.21,68,3638.57,4.59,1,76.8,mobile,GBP
06-11-2024,261-671-1241,Shopping_Serums,,BMM,retinol cream,39479,,563.82,0.89,1.6,18,1329.34,5.11,,25.1,Mobile,GBP
05-02-2024,833-225-4132,,Display,BMM,skincare routine,1941,99,,5.1,,4,213.86,4.04,5,50.7,Desktop,gbp
2024/09/09,162-320-1965,Generic_Skincare_Broad,Shopping,Exact,retinol cream,,13,128.99,2.63,9.92,1,85.23,7.69,,15.2,,GBP
24-Jan-2024,549-523-8813,brand_kw_exact,Shopping,BROAD,hyaluronic acid,22637,336,541.4,1.48,1.61,15,1148.28,4.46,9,61.5,Mobile,gbp
09-May-2024,567-493-3598,Shopping_Moisturisers,Search,BMM,,18150,175,203.89,0.96,1.17,1,62.36,0.57,4,57.6,Desktop,GBP 
11-23-2024,831-759-1093,Shopping_Moisturisers,search,Exact,face serum,4907,392,117.98,7.99,,3,163.32,0.77,7,86.5,,GBP
03-Oct-2024,101-243-3754,Brand_KW_Exact ,search,Broad,spf drops,6146,140,597.65,2.28,4.27,3,105.36,2.14 ,9,79.8,Desktop,GBP
2024-12-02,590-209-6274,Shopping_Serums,,Phrase,best serum uk,18772,1458,315.2,7.77,0.22,90,2103.2,6.17,,23.1,Tablet,
03-12-2024,156-674-7229,Generic_Skincare_Broad,Shopping,BROAD,skincare routine,33002,771,436.59,2.34,0.57,-8,606.28,1.04%,5,72.0,DESKTOP,GBP
2024-06-29,274-391-8613,RLSA_CartAbandoners,Display,Exact,retinol cream,3935,231,137.75,5.87,0.6,11,939.25,4.76,3,,,GBP
10-23-2024,124-233-3030,Competitor_KW_BMM,,Exact,retinol cream,36364,713,,1.96,0.75,3,109.37,0.42,3,41.4,DESKTOP,GBP
10-May-2024,555-140-7898,Generic_Skincare_Broad,search,BROAD,,13790,914,266.48,6.63,0.29,0,0.0,0.0,1,32.8,Tablet,GBP
2024/02/15,889-701-1932,Brand_KW_Exact ,,Phrase,vitamin c serum,6434,361,564.31,5.61,1.56,9,539.97,2.49,6,,Mobile,GBP
2024/01/16,145-407-6169,Shopping_Serums,SHOPPING,exact,spf drops,8444,624,,7.39,,-36,3163.28,5.77,1,29.2,Tablet,GBP 
24/04/2024,993-114-4507,brand_kw_exact,Search,exact,skincare routine,30024,603,71.17,2.01,0.12,13,1061.63,2.16,8,21.6,DESKTOP,gbp
2024/01/10,508-620-9845,Shopping_Serums,,BROAD,vitamin c serum,4127,142,396.11,3.44,2.79,7,162.98,4.93,N/A,73.4,Tablet,GBP
2024-06-06,980-559-9982,,Display,BMM,face serum,32602,511,354.71,1.57,0.69,13,860.63,2.54,10,,Tablet,
2024/09/13,617-275-1628,,Search,exact,skincare routine,36951,657,594.17,1.78,0.9,55,2152.98,8.37,2,18.8,Tablet,GBP
29-Nov-2024,825-704-5733,,SHOPPING,,face serum,6874,237,406.7,3.45,1.72,23,2032.49,9.7,9,84.5,,GBP 
11-Jan-2024,415-202-9938,Brand_KW_Exact ,Shopping,,buy serum online,32143,473,443.48,1.47,0.94,30,,6.34,2,88.6,,
04/01/2024,648-955-4862,DSA_AllProducts,,BROAD,retinol cream,27780,1206,382.46,4.34,0.32,83,1530.49,6.88,6,12.5,mobile,
09-02-2024,593-789-4460,Generic_Skincare_Broad,,,,2841,74,403.37,2.6,5.45,3,226.97,4.05,,47.5,Desktop,GBP 
2024-11-06,544-171-8956,,Shopping,Phrase,face serum,14696,270,126.08,1.84,0.47,17,1031.34,6.3,,10.0,Desktop,
08-03-2024,451-737-3067,NULL,,Broad,,17985,1047,190.09,5.82 ,0.18,24,2123.34,2.29,6,,Tablet,gbp
2024/11/08,730-469-3289,Brand_KW_Exact ,Search,exact,best serum uk,11365,71,518.3,0.62,7.3,2,,2.82,,,,gbp
2024-12-01,939-551-9469,Generic_Skincare_Broad,,BROAD,buy serum online,14573,175,30.61,1.2,0.17,17,1288.77,9.71,1,92.8,mobile,GBP
05/07/2024,,Shopping_Moisturisers,SHOPPING,BROAD,spf drops,21053,285,45.73,1.35$,0.16,5,314.56,1.75,9,76.0,DESKTOP,
2024-02-21,312-527-6810,,Display,BROAD,face serum,37325,2656,91.64,7.12,0.03,241,20440.07,9.07$,,52.7,mobile,gbp
29/06/2024,447-285-4686,brand_kw_exact,Display,BMM,,18697,227,51.23,1.21,0.23,,539.23,4.41,2,55.2,mobile,GBP
07-24-2024,352-707-4299,,SHOPPING,Exact,hyaluronic acid,3547,277,,7.81,2.15,,147.62,1.08,1,43.1,,GBP
2024-08-02,709-117-8336,Brand_KW_Exact,SHOPPING,BROAD,buy serum online,32097,346,442.45,1.08,,12,883.6,3.47,10,94.9,DESKTOP,gbp
2024/09/27,360-373-8739,Generic_Skincare_Broad,,BROAD,spf drops,3253,145,301.83,4.46,2.08,10,627.59,6.9,10,35.3,Tablet,gbp
14/09/2024,849-490-8371,Brand_KW_Exact ,Shopping,Exact,buy serum online,2125,53,166.86,2.49,3.15,5,359.88,,4,92.9,Desktop,
20-Jun-2024,112-454-1867,RLSA_CartAbandoners,,exact,skincare routine,20549,45,175.58,0.22,3.9,2,124.29,4.44,2,54.9,DESKTOP,
2024-08-19,672-616-6943,Shopping_Serums,search,BMM,face serum,5807,,151.24,3.91,0.67 ,21,1677.85,,2,17.8,Mobile,GBP 
05-Jul-2024,720-264-1308,RLSA_CartAbandoners,,,best serum uk,16395,,457.2,6.99,0.4,93,6383.26,8.12,1,,Mobile,GBP
2024/01/20,672-157-5257,Generic_Skincare_Broad,Display,BMM,retinol cream,-34509,331,10.73,0.96,0.03,13,882.47,3.93,,45.1,,GBP
12-Nov-2024,331-263-1713,Shopping_Serums,Search,exact,skincare routine,29892,743,218.42,2.49,0.29,19,456.95,2.56,4,19.6,DESKTOP,GBP 
14/03/2024,790-923-9729,DSA_AllProducts,Display,,retinol cream,,100,,4.54,1.21,4,219.98,4.0,4,64.9,Tablet,gbp
04-02-2024,663-629-8212,NULL,,Broad,retinol cream,28881,2057,439.43,7.12,0.21,170,13151.39,8.26,2,,Tablet,gbp
2024-12-27,739-892-6507,Competitor_KW_BMM,Display,,face serum,27991,1360,76.68,4.86,0.06,68,4981.4,5.0,6,,DESKTOP,gbp
28-Sep-2024,778-517-3332,Shopping_Moisturisers,SHOPPING,BMM,glow cream,3424,181,553.97,5.29,3.06,13,635.33,7.18,7,46.4,Desktop,GBP
03-08-2024,925-317-5702,DSA_AllProducts,Search,BROAD,vitamin c serum,6982,513,202.05,7.35,0.39,12,423.91,2.34,2,91.7,,gbp
10-07-2024,648-695-8944,Generic_Skincare_Broad,search,,buy serum online,19897,159,429.54,0.8,2.7,5,374.64,3.14,9,48.5,,GBP
24-Jul-2024,793-480-8643,Generic_Skincare_Broad,search,Exact,buy serum online,8218,450,358.55,5.48,0.8,21,1635.16,4.67,,44.4,Mobile,gbp
2024-12-08,389-857-4880,Generic_Skincare_Broad,Shopping,BROAD,best serum uk,37569,2575,574.14,6.85,0.22,188,3595.65%,7.3,,,Desktop,gbp
2024/08/30,572-811-9626,Generic_Skincare_Broad,Display,BMM,buy serum online,31716,-676,,2.13,0.29,,567.06,,8,21.7,,GBP
28-Dec-2024,,RLSA_CartAbandoners,,exact,retinol cream,5661,179,322.5,3.16,1.8,5,397.74,2.79%,,,mobile,GBP
03-Aug-2024,858-957-2976,,Search,Phrase,vitamin c serum,38223,1772,271.84,4.64,0.15,41,,2.31,2,75.3,mobile,gbp
09-16-2024,899-335-8073,Shopping_Moisturisers,SHOPPING,exact,spf drops,6509,328,221.02,5.04,0.67,3,72.4,0.91,9,79.0,Desktop,gbp
2024/01/26,978-839-1351,,search,Exact,retinol cream,39975,1626,215.21,4.07,0.13,137,,8.43,,57.0,Tablet,gbp
03-31-2024,924-279-8895,NULL,,Phrase,best serum uk,21387,1120,434.08,5.24,0.39,19,992.51,1.7,7,65.4,Desktop,GBP
25/09/2024,151-857-1413,Generic_Skincare_Broad,,Phrase,retinol cream,9462,544,316.11%,5.75,0.58,31,2449.29,5.7,,80.7,Desktop,
08-29-2024,792-898-6375,RLSA_CartAbandoners,SHOPPING,Broad,,17330,1032,452.07,5.96,0.44,,3154.17,8.62,,,Mobile,
12-May-2024,879-849-2652,Brand_KW_Exact,,,retinol cream,,484,498.34,1.24,1.03,48,3603.43,9.92,4,87.3,mobile,GBP
2024-05-14,191-541-4637,Generic_Skincare_Broad,SHOPPING,exact,vitamin c serum,1118,-5,324.73,0.45,64.95,1,26.45,20.0,,80.3,mobile,GBP 
,187-456-2054,Brand_KW_Exact,SHOPPING,BMM,skincare routine,-21516,1512,212.44,7.03,0.14,33,2365.65$,2.18,8,75.1,Desktop,
2024-05-07,977-274-6940,Generic_Skincare_Broad,Display,Exact,buy serum online,11006,877,3.25,7.97,0.0,68,,7.75%,2,83.9,DESKTOP,
2024-11-23,218-666-2903,Shopping_Serums,Shopping,Broad,glow cream,33685,363,83.3%,1.08,0.23,30,916.64,8.26,7,62.0,Tablet,
02-Feb-2024,536-458-1851,Brand_KW_Exact,SHOPPING,Phrase,spf drops,14742,899,574.97,6.1,0.64,33,2100.19,3.67,N/A,,,GBP 
21-Jul-2024,456-761-2359,brand_kw_exact,,Phrase,best serum uk,13707,352,278.44,2.57,0.79,18,1599.87,5.11,3,94.2,Mobile,GBP
07-Aug-2024,470-804-1071,RLSA_CartAbandoners,SHOPPING,,skincare routine,12996,66,208.53,,3.16,4,133.57,6.06,N/A,83.9,Mobile,gbp
14/09/2024,700-333-8732,Brand_KW_Exact,Shopping,BROAD,face serum,37745,2220,551.62,5.88,0.25,119,9103.97,5.36,1,58.4,DESKTOP,GBP
06-12-2024,672-315-6616,,,Exact,,12415,663,,5.34,0.07,0,0.0,0.0,8,20.9,Mobile,GBP
15-Mar-2024,164-983-9687,RLSA_CartAbandoners,Display,BROAD,skincare routine,36718,2235,220.94,6.09,0.1,205,8016.36,9.17,10,90.1,Tablet,gbp
21/08/2024,441-382-1484,DSA_AllProducts,SHOPPING,BMM,,34016,2341,21.49,6.88,0.01,90,5087.19,3.84,,44.0,,gbp
25-Oct-2024,593-520-2713,Shopping_Moisturisers,search,BROAD,hyaluronic acid,36855,461,269.26,1.25,0.58,44,,9.54,9,67.0,DESKTOP,
2024/02/25,115-630-1202,Brand_KW_Exact,SHOPPING,BMM,hyaluronic acid,24079,1046,480.95,4.34,0.46,40,2070.53,3.82,6,25.4,Tablet,GBP
05-Jan-2024,683-747-3029,DSA_AllProducts,SHOPPING,,face serum,35959,572,197.12,1.59,,20,856.96,3.5,,,Mobile,
17-Aug-2024,979-268-6834,brand_kw_exact,Shopping,Exact,vitamin c serum,14613,520,362.67,3.56,0.7,25,933.49,4.81,,42.3,DESKTOP,
06-Jul-2024,241-230-3121,Shopping_Moisturisers,search,,,4730,208,43.27,4.4$,0.21,16,435.23,7.69,2,91.0,Tablet,GBP
13/05/2024,,Competitor_KW_BMM,Display,BMM,glow cream,27620,2026,407.66,7.34,0.2 ,60,2069.23,2.96,1,44.7,DESKTOP,gbp
2024-11-26,251-572-3495,Brand_KW_Exact ,Display,Exact,,32769,2307,469.91,7.04,0.2,14,851.96,0.61,,,Desktop,
2024-03-25,256-918-5097,RLSA_CartAbandoners,Display,BMM,,18473,1059,414.95%,5.73,0.39,48,3965.26,4.53,,34.6 ,mobile,GBP
2024-01-19,384-720-7453,,Display,,,14313,,495.11,2.03,1.71,26,874.34,8.97,5,29.7$,Desktop,GBP
2024/10/12,276-964-7380,RLSA_CartAbandoners,Search,Broad,,34043,1919,235.31,5.64,0.12,156,11188.39,8.13,6,75.3,Tablet,GBP
22-Jul-2024,611-537-4332,Brand_KW_Exact ,Search,,skincare routine,19876,1202,337.59,6.05,0.28,50,4079.08,4.16,3,65.2,,
2024/11/21,993-528-2667,RLSA_CartAbandoners,SHOPPING,exact,face serum,11941,892,475.81,,0.53,74,6389.09,8.3,,72.6,Desktop,
21/06/2024,598-978-6637,Generic_Skincare_Broad,Display,Exact,vitamin c serum,32869,1696,486.45,5.16,0.29,134,4866.73,7.9,,24.0,mobile,
12-31-2024,576-379-9971,NULL,Search,,retinol cream,17837,306,19.04,1.72,0.06,4,217.18,1.31,1,74.4,Tablet,GBP
05-21-2024,591-573-3765,Brand_KW_Exact,SHOPPING,BMM,skincare routine,14294,833,569.97,5.83,0.68,17,527.65,2.04,9,60.7,mobile,GBP
09-28-2024,881-725-7213,Shopping_Serums,,Exact,hyaluronic acid,32953,1594,360.13,4.84,0.23,43,2297.27,2.7,8,28.8,,GBP
,237-869-1153,brand_kw_exact,,Exact,,30980,545,6.64,1.76,0.01,48,1608.44,8.81,4,78.4,Mobile,
2024/11/12,137-896-4015,NULL,,Broad,hyaluronic acid,547,23,406.85,4.2,17.69,1,22.14,4.35,N/A,20.6,,GBP
2024-09-10,294-827-7738,DSA_AllProducts,Search,Exact,face serum,10298,799,515.7$,7.76,0.65,,2447.92,4.26,4,67.1,Mobile,GBP
10-Sep-2024,136-708-6431,Brand_KW_Exact,Shopping,Broad,retinol cream,,2162,480.05,6.76,0.22,139,,6.43,1,69.6,mobile,GBP
,865-761-7680,Brand_KW_Exact ,SHOPPING,exact,best serum uk,21810,1436,330.74,6.58,,8,675.93,0.56,5,19.9,DESKTOP,GBP 
2024/08/07,473-406-1183,Competitor_KW_BMM,SHOPPING,Phrase,spf drops,19067,929,421.89,4.87,0.45,,6126.35,9.8,2,,mobile,GBP
2024/04/03,895-361-8591,Brand_KW_Exact ,,BROAD,vitamin c serum,6321,296,369.12,4.68,1.25,15,535.81,5.07,,76.4,DESKTOP,
2024/12/15,662-666-4182,NULL,Search,Phrase,hyaluronic acid,31255,2214,238.15,7.08,0.11,221,19107.65,9.98,7,76.9,Mobile,GBP 
03-Nov-2024,818-967-8058,brand_kw_exact,Shopping,,vitamin c serum,15308,,595.49,0.43,9.02,6,302.76,9.09,,22.3,,gbp
2024/03/10,660-493-6180,Competitor_KW_BMM,Shopping,,buy serum online,16863,1022,413.56,,0.4,39,838.14,3.82,7,92.6,DESKTOP,GBP 
05-26-2024,104-493-8224,Generic_Skincare_Broad,Search,,retinol cream,4195,28,416.65,0.67,14.88,,140.98,7.14,7,32.6,mobile,gbp
2024/08/18,823-961-6583,NULL,,Exact,buy serum online,23174,656,166.34,,0.25,1,60.26,0.15,5,37.0,DESKTOP,gbp
2024/06/07,541-152-4104,Competitor_KW_BMM,search,,best serum uk,14073,558,569.58,3.96,1.02,9,398.77,1.61,6,76.0,Tablet,gbp
2024/01/18,849-856-8297,Competitor_KW_BMM,,BROAD,glow cream,14718,1075,389.92,7.3,0.36,85,3568.63,7.91,1,87.2,DESKTOP,GBP
25/02/2024,177-202-6548,Generic_Skincare_Broad,Search,Phrase,glow cream,31999,1535,,4.8,0.05,106,3563.98,6.91,2,92.5,Desktop,GBP
2024/02/07,874-510-2232,NULL,Search,BROAD,hyaluronic acid,1624,45,71.53,2.77,1.59,0,0.0,0.0,9,55.1,Mobile,
03-19-2024,523-553-7889,Shopping_Moisturisers,SHOPPING,Exact,hyaluronic acid,11705,739,525.41,6.31,0.71,10,,1.35,,55.9,Desktop,GBP 
02/04/2024,657-832-1464,NULL,SHOPPING,Phrase,buy serum online,11998,179,587.57,1.49$,3.28,3,106.11,1.68,N/A,,Tablet,gbp
2024/09/15,709-537-6513,DSA_AllProducts,Shopping,BROAD,hyaluronic acid,35018,1079,81.79,3.08,0.08,27,2107.23,2.5,6,22.5,Desktop,gbp
21/03/2024,920-753-4769,Generic_Skincare_Broad,Shopping,Phrase,spf drops,,2228,307.31,6.95,0.14,6,181.37,0.27,9,30.1,Desktop,GBP 
,562-730-2146,,SHOPPING,Exact,skincare routine,21310,120,11.87,0.56,0.1,,207.99,2.5,,19.4,,GBP
2024-05-13,319-696-9005,NULL,Shopping,Broad,hyaluronic acid,,1986,223.62,,0.11,130,8893.57,6.55,6,12.3,mobile,GBP
05-29-2024,455-824-7807,Shopping_Moisturisers,SHOPPING,Phrase,best serum uk,33715,1850,281.8,5.49,0.15,158,7842.45%,8.54,3,62.2,,GBP
29/03/2024,601-795-8861,,search,exact,retinol cream,19284,266,182.76,,0.69,13,522.73,4.89,3,32.7,,GBP
14-Aug-2024,936-998-4742,RLSA_CartAbandoners,,,face serum,10446,193,506.54 ,1.85,2.62,7,599.63,3.63,8,63.1,,GBP
08-Feb-2024,234-384-9414,RLSA_CartAbandoners,,,face serum,37557,2689,,7.16,0.2,36,1394.5,1.34 ,3,58.7,,gbp
2024/07/25,437-306-5513,Shopping_Moisturisers,search,BMM,skincare routine,17736,146,53.99,0.82 ,,-7,607.13,4.79,4,19.1,Desktop,
2024/04/14,241-889-6282,Shopping_Moisturisers,search,,retinol cream,18252,1215,248.21,6.66,0.2,43,1810.69,3.54,,45.6,,GBP 
14-Jul-2024,879-631-3795,NULL,Search,exact,hyaluronic acid,32541,,599.76,4.44,0.42,,9423.99,7.96,9,19.3,Mobile,
2024-07-14,164-915-8399,Generic_Skincare_Broad,Display,,buy serum online,12271,244,385.68,1.99,,21,1822.76,8.61,7,36.4,,GBP
24/11/2024,634-229-4224,Competitor_KW_BMM,Search,BMM,buy serum online,27458,1002,557.14,3.65,0.56,82,6925.49,,1,25.4,Desktop,gbp
24/04/2024,752-367-4929,Generic_Skincare_Broad,search,Broad,face serum,27750,841,463.53,,0.55,,1345.76,2.85,10,,Desktop,GBP
15-Jan-2024,616-355-5373,Shopping_Moisturisers,Shopping,,hyaluronic acid,18596,1296,225.38,,0.17,21,1213.7,1.62,6,19.1,mobile,gbp
2024/09/23,817-159-2656,Brand_KW_Exact ,Shopping,BROAD,vitamin c serum,21337,326,369.22,1.53,1.13,3,,0.92$,2,86.8,DESKTOP,GBP
2024-04-30,676-132-2623,RLSA_CartAbandoners,SHOPPING,,vitamin c serum,2750,220,,8.0,0.11,16,1262.74,7.27,9,80.5,mobile,GBP 
11-08-2024,412-920-8750,DSA_AllProducts,SHOPPING,BROAD,face serum,22596,958,503.19,4.24,0.53,,1305.55,2.3%,1,33.4,Desktop,GBP 
2024/02/09,861-558-1856,Competitor_KW_BMM,,BMM,hyaluronic acid,25468,1949,580.83,7.65,0.3,-45,1258.05,2.31,1,73.4,mobile,GBP 
2024-11-03,109-710-4554,RLSA_CartAbandoners,SHOPPING,,skincare routine,32807,1392,343.42,4.24,0.25,131,4546.28,9.41,8,90.8,mobile,gbp
2024-04-12,605-271-6138,RLSA_CartAbandoners,SHOPPING,Exact,best serum uk,39507,1974,183.54,5.0,0.09,65,4165.78,3.29,10,37.4,Mobile,GBP 
08-23-2024,292-492-5162,Generic_Skincare_Broad,Display,exact,vitamin c serum,17486,492,447.03,2.81,0.91,18,1260.79,3.66,,59.2,Desktop,
2024/05/10,202-487-9017,brand_kw_exact,SHOPPING,Broad,,20059,362,452.48,1.8,1.25,3,242.13,,,,Desktop,GBP
2024-12-17,997-627-3447,Brand_KW_Exact ,SHOPPING,Exact,buy serum online,19818,161,471.32,0.81,2.93,5,345.74,3.11,5,87.4,mobile,gbp
20/12/2024,930-352-8394,Brand_KW_Exact ,SHOPPING,BMM,,34516,1886,209.88,5.46,,160,11469.09,8.48,1,42.1,,GBP 
2024/06/25,245-151-8685,DSA_AllProducts,Search,Phrase,buy serum online,20145,721,204.89,3.58,0.28,8,583.97,1.11,N/A,46.3,Mobile,GBP 
18/11/2024,653-925-3201,,Search,Phrase,retinol cream,19392,,245.46,5.28,0.24,95,,9.28,3,16.1,Tablet,GBP 
2024-04-10,481-852-5993,Generic_Skincare_Broad,Shopping,exact,,23131,1376,74.0,5.95,0.05,90,5905.57,6.54,,77.0,Mobile,GBP
