send_date,campaign_id,campaign_name,email_type,subject_line,total_sent,delivered,bounced,opened,clicked,unsubscribed,open_rate_pct,click_to_open_rate,conversions,revenue_gbp,esp_platform,list_segment 
18-Feb-2024,EM5895,Monthly_Newsletter_Feb,transactional,New in: Vitamin C Serum,12377,12189,188,,1390,151,42.69,26.72,261,12224.74,klaviyo,VIP
23-Oct-2024,EM9468,Abandoned_Cart_1,NEWSLETTER,,11435,11159,276,3139,304,183,28.13,9.68,41,1390.34,,VIP
2024/04/02,EM6838,Welcome_Series_1,Promotional,NULL,23975,22651,1324,6422,1644,,28.35,25.6,232,,Mailchimp,lapsed_90d
17-Apr-2024,EM8997,Abandoned_Cart_1,NEWSLETTER,New in: Vitamin C Serum,18062,17948,114,1982,332,31,11.04,16.75,45,2256.93,,Cart Abandoners
2024-01-17,EM2448,Flash_Sale_48hr,win_back,Glow up this summer,8222,7403,819,2642,897,148,,33.95,35,3098.24,klaviyo,Lapsed_90d
26-Apr-2024,EM3042,Welcome_Series_2,newsletter,We miss you - here is 15% off,8334,8267,67,3516,58,127,42.53,1.65,,0.0,,New Subscribers
17-Dec-2024,EM2385,abandoned_cart_1,Promotional,48hrs only: 20% off everything,1032,969,63,276,66,8,28.48,23.91,4,357.85,,
2024/02/21,EM8672,Monthly_Newsletter_Mar,newsletter,We miss you - here is 15% off,18453,,1051,5229,105,345,30.05,,12,248.3,Mailchimp,Cart Abandoners
28-Feb-2024,EM7816,Win_Back_90Day,,48hrs only: 20% off everything,20063,19412,,4606,1141,122,23.73,24.77,158,12677.96,klaviyo,Lapsed_90d
,EM4840,Monthly_Newsletter_Mar,Promotional,We miss you - here is 15% off,7459,7322,137,1800,,9,24.58,15.83,31,1909.89,KLAVIYO,New Subscribers
2024-06-23,EM7241,Abandoned_Cart_2,win_back,,20539,,1178,6526,1475,215,33.71,22.6,249,15574.8,mailchimp,
15-Jun-2024,EM6531,,win_back,We miss you - here is 15% off,4520,4256,264,588,106,8,13.82,18.03,8,478.91,Klaviyo,Lapsed_90d
23-Jan-2024,EM9700,,newsletter,48hrs only: 20% off everything,12466,11113,1353,1077,158,145,9.69,14.67,8,628.27,Mailchimp,Cart Abandoners
2024/04/12,EM2239,Flash_Sale_48hr,transactional,Your skin will thank you,16369,15403,966,2894,156,116,18.79,5.39,,258.01,Mailchimp,
2024/05/04,EM4134,abandoned_cart_1,promotional,Your skin will thank you,23519,23444,75,7740,2624,,33.01,33.9,303,23092.68,klaviyo,
2024-05-20,EM4260,Abandoned_Cart_1,,New in: Vitamin C Serum,2035,-1819,216,580,41,15,31.89,7.07,,40.38,,All Subscribers
18-May-2024,EM5334,,newsletter,We miss you - here is 15% off,2712,2524,188,706,140,25,27.97,19.83,2,165.59,Mailchimp,Cart Abandoners
2024-07-27,EM1248,Monthly_Newsletter_Mar,NEWSLETTER,,7693,6872,821,1281,352,91,18.64,27.48,61,4129.57,Dotdigital,VIP
09-08-2024,EM9639,Monthly_Newsletter_Mar,NEWSLETTER,Exclusive access just for you,24803,23400,1403,1404,346,97,6.0,24.64 ,43,2167.56,KLAVIYO,Lapsed_90d
2024-04-06,EM4200,,newsletter,You left something behind...,5819,5393,426,2090,252,46,38.75,12.06,5,216.81,mailchimp,VIP
20-Sep-2024,EM1450,abandoned_cart_1,promotional,,12801,11497,1304,1267,156,111,11.02,12.31,17,1297.56$,KLAVIYO,lapsed_90d
09-05-2024,EM8944,Welcome_Series_2,Promotional,You left something behind...,5218,4958,260,1920,538,72,38.73,28.02,91,8060.22,klaviyo,Cart Abandoners
11-Jan-2024,EM4056,Abandoned_Cart_2,Promotional,We miss you - here is 15% off,14439,12791,1648,2821,684,145,22.05,24.25,35,1520.5,mailchimp,All Subscribers
2024-10-01,EM7895,Abandoned_Cart_1 ,Promotional,NULL,21442,-21292,150,,75,424,4.64,7.58,10,304.34,KLAVIYO,lapsed_90d
12-Jul-2024,EM7465,Monthly_Newsletter_Jan,promotional,New in: Vitamin C Serum,10300,,54,2247,123,122,21.93,5.47,8,539.38,Dotdigital,VIP
19/04/2024,EM4893,Monthly_Newsletter_Jan,promotional,Exclusive access just for you,15919,,1392,859,,176,,11.87,11,659.95,klaviyo,Cart Abandoners
25-Mar-2024,EM7638,Abandoned_Cart_2,win_back,Glow up this summer,13641,13092,549,140,4,181,1.07,2.86,0,0.0,mailchimp,VIP
,EM1785,Welcome_Series_2,promotional,New in: Vitamin C Serum,10830,10274,,2060,99,94,,4.81,17,1159.67,Dotdigital,Cart Abandoners
05-29-2024,EM1737,Monthly_Newsletter_Mar,newsletter,NULL,17824,,1928,5995,744,196,37.71,12.41,15,,Klaviyo,lapsed_90d
2024-12-30,EM7413,Abandoned_Cart_1,newsletter,Glow up this summer,13699,12650,1049,1462,297,67,11.56,20.31,7,197.19%,Klaviyo,Lapsed_90d
09-10-2024,EM8613,Flash_Sale_48hr,promotional,,8901,8139,762,803,225,8,9.87,28.02,42,2492.22,Mailchimp,
05-25-2024,EM6962,Welcome_Series_2,NEWSLETTER,We miss you - here is 15% off,5134,5044,90,16,1,84,0.32,6.25,1,64.82,mailchimp,All Subscribers
24-Aug-2024,EM6828,Monthly_Newsletter_Mar,Promotional,You left something behind...,12078,10861,1217,307,34,177,2.83%,11.07,1,27.81,KLAVIYO,All Subscribers
2024-04-24,EM7798,Abandoned_Cart_1 ,,,1451,1428,23,240,55,7,16.81,22.92,0,0.0,mailchimp,
07-14-2024,EM9925,Abandoned_Cart_1,NEWSLETTER,Glow up this summer,5011,4915,96,1033,58,82,21.02,5.61,4,110.8,mailchimp,VIP
2024-04-26,EM9827,VIP_Early_Access,transactional,We miss you - here is 15% off,18879,18559,320,6395,1081,70,34.46,16.9,86,3203.55,mailchimp,
12/08/2024,EM4282,Monthly_Newsletter_Jan,win_back,Glow up this summer,750,670,80,287,14,7,42.84,4.88,2,40.71,KLAVIYO,New Subscribers
20/09/2024,EM8726,Monthly_Newsletter_Jan,win_back,You left something behind...,15870,14252,1618,2324,692,154,16.31,29.78,6,160.52,,New Subscribers
2024-07-10,EM4458,Welcome_Series_1,promotional,We miss you - here is 15% off,23720,22519,1201,8734,575,145,38.79,6.58$,64,1957.66,Klaviyo,
01-Dec-2024,EM1396,Abandoned_Cart_2,newsletter,Your skin will thank you,18477,16688,1789,3585,1133,326,21.48,31.6,179,8903.71,klaviyo,
09-Jan-2024,EM4782,Abandoned_Cart_1 ,newsletter,,,17746,490,4186,590,46,23.59,14.09,105,4061.14,,lapsed_90d
04-May-2024,EM8824,Welcome_Series_1,win_back,We miss you - here is 15% off,14489,13470,1019,,113,206,18.36,4.57,17,1479.26,mailchimp,Lapsed_90d
07-22-2024,EM2726,Flash_Sale_48hr,win_back,Exclusive access just for you,6005,5909,,509,47,90,8.61,9.23,5,183.34,,
2024-09-01,EM7799,,Promotional,Exclusive access just for you,18230,16433,,3843,1027,10,23.39,26.72,50,1833.01,,VIP
08/07/2024,EM1974,Monthly_Newsletter_Jan,transactional,We miss you - here is 15% off,1669,1619,50,487,,30,30.08,2.05,0,0.0,Mailchimp,Lapsed_90d
05/03/2024,EM2781,Monthly_Newsletter_Jan,Promotional,,11866,11036,,1237,126,56,11.21,10.19,24,1916.48,Dotdigital,VIP
2024-12-14,EM8786,Flash_Sale_48hr,NEWSLETTER,Exclusive access just for you,5165,4640,525,144,4,44,3.1,2.78,0,0.0,KLAVIYO,VIP
27/01/2024,EM4132,Abandoned_Cart_1,newsletter,,16603,15487,1116,3391,815,13,21.9,24.03,90,2138.58,KLAVIYO,New Subscribers
08-Jun-2024,EM8765,Flash_Sale_48hr,win_back,Exclusive access just for you,3194,3181,13,1289,429,56,40.52,33.28,52,2367.51,KLAVIYO,
05/06/2024,,Win_Back_90Day,transactional,New in: Vitamin C Serum,24999,22146,2853,7186,253,316,32.45,3.52,33,2759.58,Dotdigital,New Subscribers
28-Feb-2024,EM2139,Welcome_Series_2,win_back,We miss you - here is 15% off,-18391,17582,809,1263,64,,7.18,5.07,11,290.55,Klaviyo,Lapsed_90d
2024-10-11,EM9581,Monthly_Newsletter_Jan,transactional,NULL,14943,13712,1231,4713,396,238,34.37,,34,1107.2,Klaviyo,Lapsed_90d
26/02/2024,,,win_back,Exclusive access just for you,9761,8609,1152,3729,1062,103,43.32,,166,8493.21,mailchimp,lapsed_90d
02-18-2024,EM5327,Monthly_Newsletter_Feb,,Your skin will thank you,15266,15097,169,1533,140,99,10.15,9.13,2,62.61,klaviyo,Cart Abandoners
27-Apr-2024,EM4764,Welcome_Series_1,transactional,Your skin will thank you,19291,17461,1830,3782,20,318,21.66,0.53,3,223.43,Dotdigital,VIP
19/08/2024,EM3803,Flash_Sale_48hr,,New in: Vitamin C Serum,5772,5471,301,103,7,62,1.88 ,6.8,0,0.0,,
01-16-2024,EM1712,VIP_Early_Access,win_back,,21116,18646,2470,2573,861,87,13.8,33.46,31,893.68,Mailchimp,Lapsed_90d
11-27-2024,EM9603,Welcome_Series_2,NEWSLETTER,,,11748,938,2888,651,212,24.58,22.54,45,1607.19,Mailchimp,lapsed_90d
2024-06-23,,Win_Back_90Day,,Glow up this summer,20461,19643,818,8014,1654,282,40.8$,20.64,103,4902.99,mailchimp,New Subscribers
2024/04/23,EM7676,Monthly_Newsletter_Jan,promotional,You left something behind...,14897,13756,,2593,557,150,18.85,21.48,93,6169.48,Klaviyo,Lapsed_90d
07/08/2024,EM1994,Abandoned_Cart_1,win_back,NULL,665,608,,159,50,2,26.15,31.45,0,0.0,Dotdigital,Cart Abandoners
2024-05-27,EM3980,Abandoned_Cart_2,,Exclusive access just for you,20267,19851,416,4352,1119,192,21.92,25.71,106,3515.94,Dotdigital,
2024/09/15,EM2521,,Promotional,You left something behind...,13346,-13134,212,885,83,169,6.74,9.38,7,602.55,Mailchimp,Cart Abandoners
,EM3262,Abandoned_Cart_1 ,,We miss you - here is 15% off,20378,18035,2343,6679,2040,266,,,292,,mailchimp,All Subscribers
18-Mar-2024,EM7272,VIP_Early_Access,win_back,Glow up this summer,21295,20614,681,8709,2925,62,42.25,33.59,195,7194.99,,Cart Abandoners
2024-02-09,EM9642,Welcome_Series_2,transactional,NULL,7949,7320,-629,3258,58,82,44.51,1.78,6,448.25,Dotdigital,VIP
06-21-2024,EM3243,,Promotional,NULL,,15399,1934,4537,400,211,29.46,8.82,56,2075.22,Dotdigital,All Subscribers
2024/12/17,EM2118,Flash_Sale_48hr,,New in: Vitamin C Serum,9558,8476,1082,2121,554,135,25.02,26.12,50,2380.22,,New Subscribers
24/12/2024,EM7816,,NEWSLETTER,New in: Vitamin C Serum,5077,5068,9,478,123,24,9.43,25.73,11,671.4,Dotdigital,lapsed_90d
14/02/2024,EM9155,Abandoned_Cart_1,promotional,You left something behind...,10078,9684,394,4354,1260,113,44.96,28.94 ,224,19667.49,Mailchimp,lapsed_90d
09/04/2024,EM1649,Monthly_Newsletter_Jan,Promotional,Glow up this summer,2891,2589,302,169,11,5,6.53,6.51,0,0.0,Mailchimp,Cart Abandoners
06/11/2024,EM8381,Monthly_Newsletter_Mar,newsletter,Glow up this summer,2481,2316,165,381,129,43,16.45,33.86,11,,Mailchimp,
2024-03-24,EM5788,VIP_Early_Access,NEWSLETTER,48hrs only: 20% off everything,13464,12469,995,4258,1110,214,34.15,26.07,73,3749.53,KLAVIYO,Lapsed_90d
01-22-2024,EM5528,,win_back,Your skin will thank you,12894,11463,1431,683,-105,11,5.96,15.37,14,567.14,,All Subscribers
2024/11/23,EM3644,Welcome_Series_2,transactional,You left something behind...,22798,22649,149,515,52,226,2.27,10.1,3,216.57,KLAVIYO,lapsed_90d
09/12/2024,EM8315,abandoned_cart_1,Promotional,NULL,2050,1850,200,666,179,37,36.0,26.88,7,,mailchimp,All Subscribers
,EM3644,Win_Back_90Day,NEWSLETTER,NULL,12067,10716,1351,3173,328,76,29.61,10.34,54,4681.44,mailchimp,Lapsed_90d
06-15-2024,EM6393,Abandoned_Cart_1 ,newsletter,New in: Vitamin C Serum,15467,15380,87,5547,1332,87,36.07,24.01,171,9972.53,KLAVIYO,VIP
2024/01/04,EM2090,Welcome_Series_2,NEWSLETTER,NULL,11203,10575,628,3244,830,70,30.68,25.59,148,5550.55,,
2024/04/08,EM2537,Abandoned_Cart_1 ,newsletter,We miss you - here is 15% off,16117,15131,986,2081,386,267,13.75,18.55,76,5789.2,mailchimp,New Subscribers
2024-05-09,EM7254,VIP_Early_Access,transactional,Glow up this summer,12102,11763,339,4042,674,26,34.36,16.67,40,1495.27,mailchimp,Cart Abandoners
2024-05-08,EM9360,VIP_Early_Access,,48hrs only: 20% off everything,5615,4979,636,68,20,56,1.37,29.41,2,155.57,Klaviyo,New Subscribers
2024-11-02,EM3150,Monthly_Newsletter_Feb,newsletter,,23950,21401,2549,1767,611,153,8.26,34.58,83,7374.37,klaviyo,
2024-08-09,EM7266,Abandoned_Cart_1,,,22452,20299,2153,3136,894,34,15.45,28.51,17,1039.0,KLAVIYO,New Subscribers
03/02/2024,EM9201,Monthly_Newsletter_Feb,promotional,NULL,15536,-14746,,2480,639,187,16.82,25.77,118,2372.71,,All Subscribers
06-09-2024,EM1989,Win_Back_90Day,,New in: Vitamin C Serum,24378,,1780,1229,410,133,5.44,33.36,11,957.12,mailchimp,New Subscribers
17-Sep-2024,EM3722,Abandoned_Cart_1,promotional,NULL,21213,20990,223,7830,2142,131,37.3,27.36,96,6866.36,KLAVIYO,Lapsed_90d
16-Oct-2024,EM9372,Welcome_Series_2,,We miss you - here is 15% off,4837,4334,503,1908,2,4,44.02,0.1,1,75.19,Klaviyo,All Subscribers
2024/07/12,EM2546,Welcome_Series_1,win_back,,20628,18402,2226,6388,1726,205,34.71,27.02,261,18429.24,Mailchimp,lapsed_90d
24/06/2024,,Monthly_Newsletter_Feb,newsletter,48hrs only: 20% off everything,22471,22285,186,2889,570,15,12.96,19.73,56,2242.95,Klaviyo,New Subscribers
07-07-2024,EM5314,Abandoned_Cart_1 ,NEWSLETTER,48hrs only: 20% off everything,14220,12985,1235,3557,576,175,27.39,16.19,63,4678.22,Mailchimp,Lapsed_90d
2024-05-16,EM5133,,win_back,New in: Vitamin C Serum,1754,1742,12,396,93,17,22.73,23.48,18,386.36,Dotdigital,New Subscribers
04/10/2024,EM3556,Flash_Sale_48hr,,48hrs only: 20% off everything,10521,10278,243,1958,539,110,19.05,27.53,17,1287.67,klaviyo,
2024/04/01,EM4498,Flash_Sale_48hr,win_back,New in: Vitamin C Serum,17956,16265,1691,2243,643,60,13.79,28.67,28,2481.12,Dotdigital,lapsed_90d
,EM2045,Flash_Sale_48hr,,Your skin will thank you,-14501,,358,3016,336,5,21.33,11.14,37,2178.59,Klaviyo,VIP
2024-09-27,EM8673,Welcome_Series_2,promotional,Exclusive access just for you,4599,4238,361,997,265,24,23.53,26.58,16,637.74,Mailchimp,All Subscribers
14/06/2024,EM6154,Abandoned_Cart_1,newsletter,Glow up this summer,6187,5682,505,2149,722,38,37.82,33.6,89,4215.48,,Cart Abandoners
13-Jun-2024,,Win_Back_90Day,Promotional,New in: Vitamin C Serum,15283,14259,1024,189,15,276,1.33,7.94,2,160.54,Klaviyo,Lapsed_90d
25/10/2024,EM6334,Monthly_Newsletter_Mar,promotional,48hrs only: 20% off everything,24832,21877,2955,2873,24,70,13.13,0.84,1,39.82,mailchimp,Cart Abandoners
2024-01-02,EM9604,Abandoned_Cart_1 ,promotional,,11056,9804,1252,1955,583,141,19.94$,29.82,46,,Mailchimp,VIP
2024/04/30,EM6617,,win_back,48hrs only: 20% off everything,18164,,199,4944,14,141,27.52,0.28,1,24.86,,Cart Abandoners
06-05-2024,EM2497,abandoned_cart_1,win_back,48hrs only: 20% off everything,16135,15590,545,928,293,,5.95,31.57,37,2087.8,KLAVIYO,New Subscribers
08-Jan-2024,EM6476,,NEWSLETTER,Glow up this summer,9837,9837,0,2029,392,119,20.63,19.32,49,886.34,KLAVIYO,Cart Abandoners
23/12/2024,EM3988,Welcome_Series_2,,You left something behind...,5625,5321,304,677,52,64,12.72,7.68,4,334.56,Dotdigital,Lapsed_90d
18-Apr-2024,EM4588,Welcome_Series_2,,Glow up this summer,17530,16727,803,5818,1243,307,34.78,21.36,44,1504.72,KLAVIYO,Lapsed_90d
2024-06-09,EM5656,Welcome_Series_1,,Glow up this summer,11243,,1216,2799,74,69,27.91,2.64,4,90.36,Mailchimp,lapsed_90d
,EM4498,Abandoned_Cart_2,newsletter,48hrs only: 20% off everything,21387,19496,1891,-1728,231,376,8.86,13.37,25,499.38,KLAVIYO,
20/01/2024,EM6106,Welcome_Series_1,promotional,,16778,16324,454,2585,815,283,15.84,31.53,85,3811.87,Klaviyo,VIP
2024/11/30,EM7016,Welcome_Series_2,newsletter,48hrs only: 20% off everything,7955,7753,202,649,107,138,8.37,16.49,6,362.81,klaviyo,Cart Abandoners
07-26-2024,EM8856,Monthly_Newsletter_Jan,promotional,Your skin will thank you,23133,,1946,8235,1452,349,38.87,17.63,99,8073.62,Dotdigital,lapsed_90d
2024/09/05,EM6216,,Promotional,NULL,-22104,20398,1706,,646,,23.96,13.22,10,213.92,mailchimp,Lapsed_90d
16-Mar-2024,EM9480,Welcome_Series_1,Promotional,Glow up this summer,15331,13935,1396,4968,1726,277,35.65,34.74,260,19953.92,mailchimp,lapsed_90d
12-17-2024,EM2290,Abandoned_Cart_1 ,transactional,Exclusive access just for you,24794,23567,1227,6953,1026,271,29.5,14.76,123,10307.59,,Cart Abandoners
09-Mar-2024,EM4032,Monthly_Newsletter_Feb,newsletter,48hrs only: 20% off everything,14533,13721,812,4493,1193,8,32.75,26.55,104,6514.68,klaviyo,lapsed_90d
2024/04/04,EM7198,Win_Back_90Day,,48hrs only: 20% off everything,7471,7314,157,-2342,339,82,32.02,14.47,64,5518.2,KLAVIYO,New Subscribers
10-Sep-2024,EM7993,Welcome_Series_2,Promotional,Glow up this summer,10776,9745,1031,3790,579,34,38.89,15.28,14,619.36,Mailchimp,Lapsed_90d
2024-07-15,,Abandoned_Cart_1,transactional,,6403,6381,22,2216,551,55,34.73,24.86,105,4770.99,KLAVIYO,Lapsed_90d
01-30-2024,,Welcome_Series_2,Promotional,We miss you - here is 15% off,7497,7149,348,1960,614,,27.42,31.33,,2132.14,mailchimp,VIP
2024/12/02,EM4055,,,,3042,3011,,1241,166,37,41.22,13.38,12,656.3,,VIP
05/08/2024,EM9542,,promotional,NULL,3631,3568,63,1209,142,51,33.88,11.75,5,187.48,KLAVIYO,
,EM7338,Welcome_Series_2,NEWSLETTER,You left something behind...,7539,7308,231,2385,625,46,32.64,26.21,9,755.5,klaviyo,Cart Abandoners
10/08/2024,EM8031,Monthly_Newsletter_Feb,newsletter,NULL,,20111,2394,5613,664,248,27.91,11.83,132,8239.44,KLAVIYO,New Subscribers
08-Jun-2024,EM7493,Abandoned_Cart_2,,Your skin will thank you,12426,11125,1301,1579,341,131,,21.6,62,4112.39,klaviyo,
20/04/2024,EM5647,,,,21304,19231,2073,8605,985,155,44.75,11.45,136,9957.47,Dotdigital,lapsed_90d
29-Nov-2024,EM8927,Win_Back_90Day,,Exclusive access just for you,11906,11505,401,2994,735,127,26.02,24.55,99,5393.68,,Lapsed_90d
2024-07-24,EM1703,Welcome_Series_2,newsletter,,2607,2602,5,727,,50,27.94,33.56,39,1609.75,Mailchimp,Lapsed_90d
04/06/2024,EM8517,Welcome_Series_2,,New in: Vitamin C Serum,1999,1942,57,103,35,18,5.3,33.98,1,61.85,mailchimp,Cart Abandoners
30-Nov-2024,EM2226,,NEWSLETTER,New in: Vitamin C Serum,13825,12983,842,1911,437,190,14.72,22.87,8,443.67,mailchimp,lapsed_90d
07/05/2024,,Abandoned_Cart_2,promotional,Your skin will thank you,18995,18830,,5782,882,328,30.71,15.25,136,,KLAVIYO,VIP
27-Apr-2024,EM1615,Abandoned_Cart_1 ,,We miss you - here is 15% off,23869,22299,1570,8437,2160,,37.84,,69,3119.17,Mailchimp,
30/08/2024,EM7568,Welcome_Series_1,NEWSLETTER,,21890,20700,1190,4925,1216,217,23.79,24.69,158,,,Cart Abandoners
03-21-2024,EM9079,Flash_Sale_48hr,,Exclusive access just for you,12514,12125,389,2466,413,56,20.34,16.75,5,303.47,KLAVIYO,Cart Abandoners
2024/10/02,EM2678,Abandoned_Cart_1,,48hrs only: 20% off everything,2154,2105,-49,779,,4,37.01,8.73,9,673.89,,Lapsed_90d
2024/02/25,EM8444,Monthly_Newsletter_Jan,NEWSLETTER,Your skin will thank you,12831,12684,147,5098,1096,168,40.19,21.5,87,5298.49,Mailchimp,Lapsed_90d
,EM6184,Welcome_Series_1,NEWSLETTER,48hrs only: 20% off everything,20711,18325,2386,5323,161,,29.05,3.02,26,,mailchimp,New Subscribers
04-21-2024,EM6625,Monthly_Newsletter_Feb,Promotional,NULL,-14249,13037,1212,5270,492,88,40.42,9.34,86,2526.07,mailchimp,
01-13-2024,EM5457,abandoned_cart_1,promotional,We miss you - here is 15% off,24698,23719,979,8478,1984,278,35.74,23.4,342,7019.16,KLAVIYO,New Subscribers
2024-07-03,EM9782,Abandoned_Cart_2,,New in: Vitamin C Serum,17683,16230,1453,1053,183,203,6.49 ,17.38,30,1429.18,,All Subscribers
12-15-2024,EM8899,Welcome_Series_2,Promotional,Glow up this summer,9347,8638,,2421,789,0,28.03,32.59,64,2531.44,Klaviyo,Cart Abandoners
12-10-2024,EM5247,Abandoned_Cart_2,win_back,NULL,4490,4442,48,458,3,6,10.31,0.66,1,49.73,KLAVIYO,Cart Abandoners
02/04/2024,EM1752,Abandoned_Cart_2,newsletter,You left something behind...,21736,-20099,-1637,2762,175,170,13.74,6.34,17,1006.8,,lapsed_90d
20/01/2024,EM3515,Welcome_Series_1,NEWSLETTER,NULL,18772,18207,565,1908,539,45,10.48,28.25,18,483.97,klaviyo,New Subscribers
31/01/2024,EM1515,Abandoned_Cart_1 ,newsletter,New in: Vitamin C Serum,19234,18145,1089,3456,483,355,19.05,13.98,52,3076.03,,New Subscribers
15-Mar-2024,EM8497,Monthly_Newsletter_Mar,newsletter,48hrs only: 20% off everything,23336,20788,2548,4139,44,25,19.91,1.06,2,113.63,mailchimp,Cart Abandoners
2024-09-19,EM8328,Abandoned_Cart_1 ,promotional,NULL,8847,8612,235,3347,725,21,38.86,21.66,22,852.87,Klaviyo,Lapsed_90d
20-Jan-2024,EM8356,Welcome_Series_2,newsletter,You left something behind...,21172,20931,241,8913,2050,,42.58,23.0,,3679.91,mailchimp,Lapsed_90d
01/05/2024,EM9338,Monthly_Newsletter_Jan,transactional,We miss you - here is 15% off,11190,10141,1049,4013,125,128,39.57,3.11,18,691.68,Dotdigital,
04-24-2024,EM4037,Win_Back_90Day,win_back,Glow up this summer,-7650,7381,269,2088,463,,28.29,22.17,-8,579.77,klaviyo,VIP
2024-06-30,EM2252,VIP_Early_Access,,New in: Vitamin C Serum,-13834,13690,144,884,257,215,6.46,29.07,25,1870.24,KLAVIYO,Cart Abandoners
19-Jun-2024,EM4031,Monthly_Newsletter_Feb,newsletter,You left something behind...,10632,10439,193,344,29,88,3.3,8.43,0,0.0,,lapsed_90d
06/01/2024,EM7301,,win_back,Exclusive access just for you,23190,21705,1485,6824,1562,283,31.44,22.89,180,4309.35,klaviyo,All Subscribers
31-Oct-2024,EM9514,,promotional,Your skin will thank you,8015,-7463,552,3084,1016,26,41.32,32.94,34,1130.65,klaviyo,
03/01/2024,EM6634,Welcome_Series_2,,Exclusive access just for you,22665,20957,1708,5868,1842,377,28.0 ,31.39,305,,Klaviyo,All Subscribers
12-10-2024,EM1443,Monthly_Newsletter_Feb,newsletter,New in: Vitamin C Serum,13375,12975,400,4797,978,105,36.97,20.39,18,1255.02,,
2024/08/19,EM9290,Abandoned_Cart_1,Promotional,48hrs only: 20% off everything,8130,7936,194,1678,165,,21.14,,15,810.73,Mailchimp,Cart Abandoners
2024-02-02,EM2942,Abandoned_Cart_1 ,NEWSLETTER,48hrs only: 20% off everything,3529,3525,4,1543,40,27,43.77,2.59,2,109.86,klaviyo,lapsed_90d
2024/08/12,EM6516,Welcome_Series_2,promotional,Exclusive access just for you,12647,12248,399,5501,1226,54,44.91,22.29,185,7912.47,mailchimp,VIP
29/03/2024,EM9877,Welcome_Series_2,promotional,We miss you - here is 15% off,6159,6089,70,1367,144,36,22.45,10.53,1,53.21,mailchimp,All Subscribers
31/05/2024,EM1955,VIP_Early_Access,transactional,Your skin will thank you,15828,14228,1600,4992,361,220,35.09,7.23,0,0.0,mailchimp,lapsed_90d
2024-08-13,EM8196,,transactional,,24843,24389,454,6355,461,317,26.06,7.25,31,2478.9,mailchimp,New Subscribers
02-Sep-2024,EM7841,Abandoned_Cart_1 ,win_back,We miss you - here is 15% off,19545,19157,388,6131,932,361,32.0,15.2,,12559.22,KLAVIYO,VIP
05-05-2024,EM1408,Welcome_Series_1,,48hrs only: 20% off everything,,13529,1283,3523,918,21,26.04,26.06,42,1339.85,KLAVIYO,New Subscribers
12-04-2024,EM5617,Monthly_Newsletter_Jan,,NULL,23885,23014,871,8195,1668,395,35.61,20.35,253,7952.05,Dotdigital,Cart Abandoners
16-Sep-2024,EM2657,Flash_Sale_48hr,newsletter,48hrs only: 20% off everything,8397,8223,174,,946,142,35.22,32.67,135,11216.81,Mailchimp,lapsed_90d
12-21-2024,EM2330,abandoned_cart_1,Promotional,New in: Vitamin C Serum,18067,17703,364,1641,154,339,9.27,,10,307.43,,Cart Abandoners
29-May-2024,EM2343,Monthly_Newsletter_Mar,,,12165,,1120,2110,38,210,19.1,1.8,4,283.27,klaviyo,New Subscribers
29-Mar-2024,EM8530,Win_Back_90Day,newsletter,You left something behind...,15810,15505,,1119,353,,7.22,31.55,51,1064.07,Mailchimp,
27-Aug-2024,EM5361,Abandoned_Cart_1,transactional,We miss you - here is 15% off,6051,6003,48,665,132,5,11.08,19.85%,12,227.29,Mailchimp,Lapsed_90d
09-03-2024,EM3179,Abandoned_Cart_1 ,Promotional,NULL,7452,6627,825,1390,307,118,20.97,22.09,1,88.84,Mailchimp,New Subscribers
2024/04/28,EM4836,Abandoned_Cart_1 ,promotional,You left something behind...,19669,17787,1882,1018,311,166,5.72,30.55,35,1506.38,,VIP
2024/08/15,EM5050,,transactional,You left something behind...,19053,17746,1307,1456,418,280,8.2,28.71,24,1265.6,Klaviyo,New Subscribers
01-13-2024,EM3112,Abandoned_Cart_2,Promotional,48hrs only: 20% off everything,7423,6879,,605,209,126,8.79,34.55,2,86.55,KLAVIYO,New Subscribers
11-Aug-2024,EM8137,Abandoned_Cart_1,promotional,Your skin will thank you,17958,-17615,,7691,307,323,43.66,3.99,19,,mailchimp,Lapsed_90d
2024/09/27,EM6061,Win_Back_90Day,Promotional,We miss you - here is 15% off,17934,15856,2078,3743,169,273,23.61,4.52,9,438.14,Dotdigital,
09-Jun-2024,EM3467,,transactional,You left something behind...,9510,8669,841,2274,,54,26.23,18.73,40,3065.73,Dotdigital,
2024/09/23,EM4446,Abandoned_Cart_1 ,,Exclusive access just for you,8716,8256,460,1336,11,4,16.18,0.82,1,46.11,KLAVIYO,lapsed_90d
26/07/2024,EM5212,Welcome_Series_2,win_back,Your skin will thank you,5757,5718,39,736,113,111,12.87,15.35,8,414.03,Mailchimp,lapsed_90d
09-10-2024,EM1634,Welcome_Series_1,transactional,NULL,,22299,-301,8221,846,338,36.87,10.29,13,330.68,Mailchimp,lapsed_90d
02/05/2024,EM3527,Flash_Sale_48hr,newsletter,Glow up this summer,18994,16837,2157,816,222,257,4.85,27.21,37,1191.48,,VIP
2024/06/21,EM5782,Abandoned_Cart_2,NEWSLETTER,48hrs only: 20% off everything,21100,20806,294,5907,1105,405,28.39,18.71,174,6165.93,,lapsed_90d
